timestamps,TP9,AF7,AF8,TP10,Right AUX
1533222560,836.4835,783.2967,796.5934,843.73627,928.7546
1533222560,767.1795,779.2674,795.78754,808.2784,943.2601
1533222560,755.89746,784.10254,795.38464,770,844.1392
1533222560,802.6374,791.3553,791.75824,764.35895,653.1502
1533222560,862.27106,792.1612,792.5641,819.9634,803.0403
1533222560,844.1392,792.5641,794.9817,844.94507,962.1978
1533222560,776.8498,793.36993,797.8022,811.9048,852.6007
1533222560,744.21246,786.52014,797.8022,773.6264,597.5458
1533222560,794.57874,781.28204,794.57874,762.3443,621.31866
1533222560,863.47986,784.90845,795.78754,812.71063,1004.10254
1533222560,843.73627,788.1319,796.1905,844.94507,949.304
1533222560,774.43225,783.69965,794.57874,816.337,730.9158
1533222560,750.65936,780.87915,799.41394,777.25275,675.31134
1533222560,785.7143,781.685,799.011,760.32965,633.8095
1533222560,855.42126,789.7436,799.41394,806.26373,768.3883
1533222560,859.45056,797.8022,802.23444,851.39197,839.304
1533222560,784.10254,794.17584,799.011,826.8132,841.31866
1533222560,744.21246,790.14655,795.78754,782.49084,772.01465
1533222560,776.04395,790.14655,795.78754,756.30035,663.6264
1533222560,838.9011,790.9524,795.78754,793.7729,748.24176
1533222560,850.18317,792.1612,796.99634,845.7509,958.97437
1533222560,779.67035,792.1612,792.96704,817.1429,875.9707
1533222560,730.9158,786.52014,794.57874,771.6117,666.8498
1533222560,753.0769,778.0586,797.3993,750.65936,666.8498
1533222560,820.7692,773.6264,797.3993,780.07324,933.5897
1533222560,848.97437,787.72894,796.5934,836.08057,1011.75824
1533222560,793.7729,797.3993,793.7729,828.4249,771.2088
1533222560,741.79486,794.57874,794.17584,791.3553,636.2271
1533222560,755.4945,788.5348,793.36993,766.3736,619.707
1533222560,812.3077,786.1172,793.7729,788.5348,776.4469
1533222560,854.21246,791.75824,798.60803,844.94507,976.30035
1533222560,815.12823,790.9524,800.6227,846.55676,999.67035
1533222560,758.71796,786.1172,799.41394,805.05493,1027.4725
1533222560,757.1062,788.93774,798.20514,764.35895,791.3553
1533222560,823.9927,787.72894,801.02563,771.2088,603.1868
1533222560,877.1795,792.5641,803.8461,837.28937,788.5348
1533222560,831.2454,794.9817,800.2198,852.1978,849.7802
1533222560,769.59705,792.96704,799.41394,807.8755,718.8278
1533222560,763.95605,791.3553,796.99634,772.8205,599.5604
1533222560,819.9634,788.5348,791.75824,773.6264,624.94507
1533222560,875.16486,794.9817,792.1612,830.4396,767.1795
1533222560,834.4689,794.17584,787.72894,842.52747,926.7399
1533222560,767.1795,786.9231,783.69965,804.2491,893.69965
1533222560,754.68866,783.69965,787.72894,773.22345,905.38464
1533222560,806.6667,783.2967,787.72894,765.16486,985.56775
1533222560,865.4945,793.36993,790.14655,817.5458,863.8828
1533222560,828.022,794.9817,794.9817,844.5421,897.72894
1533222560,767.1795,793.7729,795.78754,817.5458,892.8938
1533222560,748.24176,789.34064,792.5641,775.64105,718.8278
1533222560,786.9231,784.90845,794.17584,753.8828,596.337
1533222560,851.39197,787.326,794.9817,803.8461,728.0952
1533222560,832.0513,792.1612,795.78754,840.10986,848.1685
1533222560,767.1795,793.7729,797.3993,808.68134,744.61536
1533222560,738.1685,788.5348,792.1612,767.98535,681.3553
1533222560,769.59705,787.326,791.3553,756.30035,734.5421
1533222560,845.34796,790.54944,794.9817,801.8315,1011.75824
1533222560,841.31866,796.1905,794.9817,845.7509,980.7326
1533222560,771.6117,796.5934,799.41394,827.619,732.1245
1533222560,740.58606,791.75824,799.81683,782.0879,701.50183
1533222560,766.3736,786.1172,794.9817,751.06226,718.022
1533222560,836.4835,786.9231,796.5934,784.90845,726.08057
1533222560,849.3773,792.1612,799.81683,839.304,781.685
1533222560,785.31134,791.3553,797.8022,827.619,816.337
1533222560,743.00366,788.5348,795.78754,782.8938,782.0879
1533222560,762.74725,783.69965,795.78754,759.92676,643.8828
1533222560,835.6777,786.9231,796.1905,788.5348,739.3773
1533222560,862.674,794.17584,801.8315,840.10986,1099.597
1533222560,799.81683,799.81683,806.26373,837.6923,1073.8096
1533222560,744.61536,800.6227,804.65204,789.34064,687.8022
1533222560,750.2564,790.14655,802.23444,747.4359,597.1429
1533222560,818.7546,785.7143,800.6227,766.77655,751.8681
1533222560,854.61536,791.75824,798.60803,827.619,901.3553
1533222560,802.6374,797.3993,799.41394,829.6337,848.1685
1533222560,746.63007,792.5641,799.81683,788.5348,777.6557
1533222560,747.4359,787.326,799.41394,751.8681,856.2271
1533222560,810.293,792.1612,800.6227,759.12085,765.9707
1533222560,857.8388,796.5934,801.4286,824.7985,784.5055
1533222560,810.696,792.96704,800.2198,842.9304,897.72894
