timestamp,TP9,AF7,AF8,TP10,Right AUX
1533058201,673.69965,797.8022,807.47253,667.25275,612.8571
1533058201,864.2857,815.12823,802.23444,843.73627,686.5934
1533058201,958.97437,836.08057,799.011,942.0513,850.18317
1533058201,865.89746,827.619,799.41394,864.2857,833.663
1533058201,710.7692,794.17584,800.2198,719.2308,773.6264
1533058201,664.43225,774.43225,800.6227,661.6117,706.337
1533058201,836.8865,795.78754,798.60803,827.619,795.38464
1533058201,952.52747,828.4249,799.011,947.28937,897.326
1533058201,880.40295,826.4103,801.02563,886.4469,898.93774
1533058201,722.0513,789.34064,800.2198,740.18317,776.04395
1533058201,646.30035,754.2857,803.44324,662.01465,852.6007
1533058201,804.2491,811.50183,806.26373,800.2198,818.7546
1533058201,941.6484,850.18317,809.4872,936.0073,764.35895
1533058201,941.6484,850.18317,809.4872,936.0073,764.35895
1533058201,888.46155,823.1868,811.9048,895.7143,830.4396
1533058201,736.9597,800.2198,809.89014,753.0769,739.7802
1533058201,637.8388,786.52014,805.05493,650.7326,591.9048
1533058201,776.8498,802.23444,801.4286,773.6264,619.707
1533058201,944.87177,824.3956,806.26373,936.4103,817.5458
1533058201,915.05493,827.619,809.0842,911.4286,848.1685
1533058201,755.89746,800.6227,808.2784,767.5824,757.1062
1533058201,637.8388,771.2088,805.4579,651.13556,750.65936
1533058201,757.50916,762.3443,803.8461,759.12085,971.4652
1533058201,943.663,792.96704,808.68134,935.6044,1104.0293
1533058201,921.50183,840.9158,807.0696,919.89014,852.6007
1533058201,777.25275,819.5604,803.0403,791.75824,722.4542
1533058201,642.674,778.0586,805.4579,651.9414,656.77655
1533058201,722.8571,794.57874,809.4872,711.5751,564.10254
1533058201,917.47253,831.2454,810.293,901.75824,717.619
1533058201,931.5751,830.4396,807.47253,923.5165,853.00366
1533058201,796.1905,809.0842,805.4579,809.0842,837.28937
1533058201,650.7326,790.54944,801.8315,664.0293,678.1319
1533058201,716.4103,782.49084,799.81683,710.7692,668.86444
1533058201,905.38464,809.0842,799.81683,898.1319,913.0403
1533058201,934.7985,825.2015,800.2198,935.6044,958.1685
1533058201,815.12823,816.337,799.81683,829.6337,898.93774
1533058201,667.25275,798.20514,801.8315,676.1172,713.5897
1533058201,686.5934,776.8498,802.23444,683.7729,680.9524
1533058201,881.2088,776.4469,799.011,886.8498,1073.4066
1533058201,944.4689,825.2015,800.2198,945.2747,1037.1428
1533058201,830.4396,833.663,800.2198,835.2747,741.79486
1533058201,668.46155,785.7143,798.20514,688.60803,716.0073
1533058201,660.80585,788.1319,799.011,659.59705,693.0403
1533058201,854.21246,821.5751,800.2198,838.49817,736.9597
1533058201,935.6044,825.2015,799.011,927.9487,938.022
1533058201,839.304,798.60803,799.011,856.2271,1135.4579
1533058201,684.17584,780.4762,800.2198,714.3956,952.1245
1533058201,652.3443,793.36993,796.5934,661.6117,601.978
1533058201,836.08057,812.71063,793.36993,833.663,641.8681
1533058201,946.8865,817.5458,793.36993,945.6777,838.49817
1533058201,871.53845,820.3663,797.3993,876.3736,864.2857
1533058201,720.0366,810.696,799.011,727.28937,692.6374
1533058201,654.7619,779.2674,799.81683,651.13556,618.49817
1533058201,817.5458,783.69965,802.23444,802.23444,782.8938
1533058201,953.73627,830.0366,798.60803,930.7692,828.022
1533058201,898.93774,833.663,801.02563,882.4176,749.85345
1533058201,740.18317,779.67035,809.4872,747.8388,796.99634
1533058201,640.2564,744.21246,802.6374,647.50916,834.4689
1533058201,784.90845,795.78754,797.8022,773.22345,706.7399
1533058201,940.84247,839.707,801.4286,928.3516,734.1392
1533058201,907.3993,827.2161,803.44324,904.9817,861.4652
1533058201,765.16486,801.8315,803.44324,773.22345,850.58606
1533058201,651.9414,789.34064,796.99634,649.5238,685.78754
1533058201,774.83514,801.4286,795.78754,751.8681,666.4469
1533058201,946.4835,819.15753,798.20514,928.3516,898.93774
1533058201,929.5604,822.7839,798.60803,918.68134,999.2674
1533058201,797.8022,814.3223,803.0403,788.93774,823.5897
1533058201,664.83514,790.54944,804.65204,661.2088,649.12085
1533058201,746.2271,763.5531,801.8315,743.00366,831.6484
1533058201,938.022,796.99634,807.0696,932.381,1126.9963
1533058201,944.0659,847.76556,810.696,939.2308,931.5751
1533058201,805.8608,821.5751,809.89014,815.12823,768.3883
1533058201,660.80585,768.3883,807.47253,675.31134,813.5165
1533058201,721.2454,786.52014,804.2491,712.7839,710.3663
1533058201,926.7399,832.0513,806.26373,904.57874,699.0842
1533058201,956.1539,833.663,803.44324,944.0659,831.6484
1533058201,826.4103,811.0989,799.011,830.0366,842.1245
1533058201,671.685,786.1172,792.96704,677.72894,680.9524
1533058201,693.0403,783.2967,791.3553,685.78754,581.02563
1533058201,896.1172,812.71063,797.3993,882.8205,723.663
1533058201,948.9011,822.381,800.6227,942.4542,907.3993
1533058201,827.2161,807.0696,799.81683,830.84247,902.96704
1533058201,675.7143,787.72894,795.78754,689.011,780.87915
1533058201,674.10254,773.22345,796.99634,678.1319,685.38464
1533058201,867.1062,775.2381,795.38464,863.8828,991.6117
1533058201,952.1245,831.6484,799.011,942.8571,1006.9231
1533058201,855.82416,840.10986,811.0989,853.00366,750.2564
1533058201,699.89014,790.54944,811.0989,708.3516,720.0366
1533058201,668.0586,782.8938,808.68134,667.25275,668.86444
1533058201,854.61536,816.7399,808.68134,836.4835,697.8755
1533058201,961.79486,837.28937,799.011,935.6044,818.3516
1533058201,875.16486,813.91943,795.38464,871.9414,845.7509
1533058201,719.6337,781.685,798.60803,732.52747,828.022
1533058201,659.19415,768.7912,798.60803,656.3736,745.0183
1533058201,820.3663,802.23444,794.17584,805.05493,728.0952
1533058201,950.9158,801.4286,794.9817,943.2601,1016.5934
1533058201,890.4762,792.1612,791.3553,896.1172,1152.7839
1533058201,737.76556,813.91943,791.75824,745.82416,792.1612
1533058201,646.30035,788.1319,797.8022,650.32965,579.81683
1533058201,792.1612,792.1612,797.3993,782.49084,695.05493
1533058201,948.0952,833.663,798.60803,934.7985,790.9524
1533058201,906.5934,836.4835,799.011,905.78754,797.8022
1533058201,754.2857,805.4579,797.3993,768.3883,725.2747
1533058201,643.8828,781.28204,797.8022,658.3883,667.6557
1533058201,773.22345,792.5641,800.2198,767.1795,711.978
1533058201,946.08057,822.7839,800.2198,933.1868,815.12823
1533058201,926.337,820.7692,803.8461,926.7399,868.315
1533058201,783.69965,781.28204,809.4872,807.0696,943.663
1533058201,650.32965,786.52014,805.4579,665.64105,699.89014
1533058201,745.82416,800.2198,798.20514,735.7509,558.86444
1533058201,930.7692,815.12823,797.3993,924.3223,760.7326
1533058201,931.978,834.87177,799.41394,930.7692,795.78754
1533058201,803.44324,826.4103,802.23444,804.2491,705.9341
1533058201,661.2088,788.93774,802.6374,664.43225,609.2308
1533058201,726.08057,783.2967,802.6374,718.4249,661.6117
1533058201,929.15753,823.9927,804.2491,915.05493,786.1172
1533058201,953.73627,833.663,804.65204,946.4835,863.8828
1533058201,823.5897,813.1135,806.26373,832.4542,857.03296
1533058201,674.5055,762.3443,808.2784,687.8022,819.5604
1533058201,709.15753,765.56775,804.2491,710.7692,836.08057
1533058201,908.20514,827.619,805.05493,894.90845,782.0879
1533058201,963.00366,831.6484,808.2784,949.707,811.9048
1533058201,840.5128,806.6667,808.2784,845.7509,809.4872
1533058201,676.52014,787.326,809.89014,689.011,688.60803
1533058201,682.1612,776.8498,812.3077,678.5348,653.5531
1533058201,880,794.17584,813.5165,870.32965,854.61536
1533058201,952.52747,807.8755,809.89014,949.707,1022.23444
1533058201,849.3773,805.4579,811.0989,853.8095,927.9487
1533058201,696.6667,777.25275,812.71063,709.5604,783.69965
1533058201,669.67035,754.2857,811.0989,678.5348,760.32965
1533058201,847.3626,765.56775,808.2784,854.21246,992.4176
1533058201,945.6777,823.5897,809.89014,952.52747,916.6667
1533058201,866.30035,830.4396,813.5165,880,745.0183
1533058201,709.5604,784.10254,818.3516,740.18317,730.5128
1533058201,650.32965,770.40295,813.91943,668.86444,640.65936
1533058201,830.4396,804.65204,807.47253,822.381,640.2564
1533058201,963.8095,830.0366,810.696,949.707,756.30035
1533058201,891.28204,815.12823,812.3077,896.52014,856.63007
1533058201,732.9304,788.1319,808.68134,754.2857,834.4689
1533058201,653.5531,765.9707,806.6667,658.7912,701.9048
1533058201,807.0696,784.5055,807.0696,796.5934,732.52747
1533058201,953.73627,796.99634,809.89014,948.49817,1026.6666
1533058201,902.5641,788.5348,808.2784,917.8755,1212.8206
1533058201,752.27106,811.9048,804.2491,775.2381,890.4762
1533058201,637.4359,790.54944,803.44324,657.5824,637.03296
1533058201,766.77655,788.5348,804.65204,774.43225,713.5897
1533058201,949.304,832.4542,811.0989,943.663,776.4469
1533058201,929.15753,832.0513,809.89014,929.15753,785.7143
1533058201,781.685,800.6227,803.44324,795.78754,775.64105
1533058201,653.95605,774.0293,805.4579,664.83514,733.3333
1533058201,754.2857,790.9524,807.47253,748.24176,660.80585
1533058201,944.87177,827.619,809.4872,929.5604,740.58606
1533058201,945.6777,821.1722,809.89014,939.6337,934.3956
1533058201,800.6227,780.87915,811.50183,819.9634,1053.663
1533058201,655.16486,773.6264,810.293,671.685,802.6374
1533058201,729.707,796.99634,809.0842,714.3956,604.7985
1533058201,925.12823,813.91943,807.8755,901.75824,751.8681
1533058201,946.4835,816.337,809.0842,933.9927,948.49817
1533058201,817.5458,824.3956,808.68134,818.3516,816.337
1533058201,662.4176,796.99634,806.26373,675.7143,686.5934
1533058201,695.4579,776.04395,805.8608,701.50183,718.4249
1533058201,897.326,813.91943,807.47253,894.5055,822.381
1533058201,948.0952,837.28937,807.47253,952.9304,903.7729
1533058201,826.8132,811.0989,801.4286,848.1685,863.47986
1533058201,672.0879,766.3736,803.44324,698.68134,858.6447
1533058201,679.7436,762.3443,808.68134,683.36993,836.4835
1533058201,874.35895,808.2784,808.68134,861.4652,783.2967
1533058201,954.1392,828.8278,808.68134,945.6777,792.1612
1533058201,849.7802,790.54944,807.47253,870.32965,951.7216
1533058201,694.2491,768.7912,808.2784,724.4689,863.47986
1533058201,671.685,783.69965,809.4872,677.326,603.1868
1533058201,852.1978,796.99634,809.0842,845.7509,676.52014
1533058201,943.2601,802.6374,807.8755,943.2601,939.2308
1533058201,852.1978,815.9341,806.26373,862.27106,923.5165
1533058201,692.23444,788.93774,808.68134,712.7839,739.3773
1533058201,628.1685,753.47986,807.8755,652.74725,668.0586
1533058201,794.9817,767.98535,805.4579,805.05493,819.15753
1533058201,917.0696,798.60803,807.47253,922.3077,952.1245
1533058201,846.1539,806.6667,810.293,864.2857,815.12823
1533058201,689.81683,767.1795,815.12823,721.2454,712.7839
1533058201,599.9634,720.4396,815.9341,633.8095,873.5531
1533058201,753.8828,770.80585,810.696,771.6117,796.1905
1533058201,906.5934,813.91943,809.4872,914.2491,782.8938
1533058201,852.6007,797.3993,810.293,874.35895,898.1319
1533058201,705.5311,772.8205,808.68134,733.73627,865.09155
1533058201,604.7985,757.50916,806.6667,620.10986,722.8571
1533058201,744.61536,779.67035,806.26373,742.1978,678.1319
1533058201,923.91943,790.14655,807.47253,916.6667,884.0293
1533058201,896.9231,784.90845,805.8608,902.96704,968.24176
1533058201,751.4652,783.69965,807.8755,771.6117,816.7399
1533058201,625.7509,762.74725,811.9048,641.8681,668.46155
1533058201,726.08057,753.0769,809.4872,732.9304,778.0586
1533058201,915.05493,794.17584,804.2491,917.8755,983.95605
1533058201,916.26373,831.2454,803.0403,920.293,901.75824
1533058201,776.4469,801.02563,804.2491,797.8022,791.3553
1533058201,633.4066,757.9121,805.05493,655.16486,722.8571
1533058201,707.1429,779.2674,807.8755,707.5458,662.01465
1533058201,913.0403,819.5604,808.68134,909.41394,719.6337
1533058201,941.6484,818.7546,807.0696,942.4542,803.44324
1533058201,805.05493,788.5348,805.8608,817.9487,808.68134
1533058201,650.32965,765.9707,805.8608,666.4469,740.58606
1533058201,691.4286,774.43225,803.0403,691.02563,702.3077
1533058201,900.14655,803.8461,800.6227,892.0879,812.3077
1533058201,956.9597,794.57874,803.44324,959.7802,1104.4323
1533058201,834.87177,806.26373,801.02563,844.5421,993.6264
1533058201,670.87915,799.41394,801.02563,678.5348,667.6557
1533058201,673.2967,773.6264,804.65204,671.28204,656.3736
1533058201,872.74725,806.26373,805.4579,865.89746,771.6117
1533058201,956.1539,827.619,801.8315,947.6923,834.4689
1533058201,850.18317,811.50183,801.4286,856.63007,832.8571
1533058201,687.3993,776.04395,809.0842,706.337,763.1502
1533058201,666.4469,772.4176,809.0842,668.86444,627.3626
1533058201,858.6447,799.41394,806.6667,848.1685,732.9304
1533058202,958.1685,815.9341,805.8608,945.6777,919.0842
1533058202,870.32965,787.72894,808.68134,873.5531,1018.60803
1533058202,702.3077,755.4945,807.0696,723.663,989.19415
1533058202,649.5238,784.90845,800.2198,648.315,641.06226
1533058202,837.28937,815.12823,798.20514,812.3077,641.06226
1533058202,967.4359,826.0073,803.8461,942.4542,813.91943
1533058202,895.7143,830.0366,802.23444,884.43225,761.53845
1533058202,729.707,806.6667,792.96704,735.7509,655.16486
1533058202,645.89746,775.2381,800.2198,649.5238,606.0073
1533058202,804.2491,796.5934,801.4286,790.9524,721.2454
1533058202,952.52747,828.8278,795.38464,927.1429,827.2161
1533058202,898.93774,820.7692,797.8022,888.86444,895.31134
1533058202,733.73627,792.96704,800.2198,752.27106,913.44324
1533058202,627.76556,773.6264,799.41394,639.0476,726.08057
1533058202,771.6117,795.78754,799.011,754.2857,641.06226
1533058202,943.663,828.8278,795.78754,923.91943,718.4249
1533058202,923.1135,811.0989,792.1612,923.5165,872.3443
1533058202,770.40295,756.30035,796.99634,798.20514,1032.7106
1533058202,624.1392,767.98535,799.41394,657.5824,749.45056
1533058202,730.9158,796.5934,801.02563,742.6007,580.6227
1533058202,927.1429,804.65204,802.23444,923.5165,781.685
1533058202,926.7399,818.7546,801.4286,929.15753,832.4542
1533058202,772.4176,803.0403,802.23444,799.41394,777.25275
1533058202,616.4835,760.7326,805.8608,653.5531,743.8095
1533058202,699.0842,741.39197,808.2784,719.6337,924.3223
1533058202,901.3553,786.9231,809.0842,902.96704,1020.2198
1533058202,919.89014,820.3663,806.6667,916.26373,799.81683
1533058202,778.46155,792.1612,804.65204,796.99634,758.315
1533058202,615.6777,757.1062,810.293,650.32965,716.4103
1533058202,663.6264,762.74725,812.3077,679.34064,635.82416
1533058202,880,799.011,812.71063,871.13556,750.2564
