timestamps,TP9,AF7,AF8,TP10,AUX Right
143407.5384988121,-17.07800420510324,-79.18760707417391,-32.16106609409108,-28.476589247199176,-292.0078024137947
143407.54334139815,-22.656585432018836,-278.0180267653782,-29.15232270065461,-29.83130179764278,-99.91360447713124
143407.5178492952,-22.409223203629672,-480.83131783005814,-26.624521549195993,-30.40002600208791,8.04460663746383
143407.5232351311,-25.626291166484606,-603.9742790924141,-25.873979955521754,-23.983184926420915,132.4169535574032
143407.50671854842,-29.599223383314097,-679.2304825235599,-28.937834332916598,-26.608574064512716,-12.656051497147622
143407.50408678217,-26.784193329802456,-902.4939419459337,-30.183190602803105,-33.165475962159576,143.33524698769997
143407.5185983526,-30.7220954147203,-597.1826749564993,-30.697943874566302,-40.15013746203874,56.15332447167921
143407.52632495723,-34.9028467056141,-137.92394408309332,-26.94258024948954,-37.173385628675305,-327.8759352360862
143407.52222402618,-28.981266912433522,-221.8570011155351,-22.91131586467776,-26.572037486963108,-246.27586465745216
143407.52074962843,-13.209069184964802,-299.28939010717005,-21.610902761559537,-22.770700628403684,-64.39537624422965
143407.52611472606,-15.098611588301448,-499.3731887831668,-20.002065249258777,-23.506186887192776,42.49666045864946
143407.53070254574,-33.602326867956556,-536.4985544354392,-25.356694753696544,-27.581742235048118,108.55387214316849
143407.53253646774,-33.10928328203009,-543.3799321990846,-21.29714574134219,-24.969430182027644,56.81679625574606
143407.53490387317,-30.1708305732097,-650.1940237565784,-18.43895946535651,-25.011568531313934,148.9194777991064
143407.53712248438,-40.38429857040384,-52.344522113404345,-23.593064385763565,-35.04852375357508,-142.38431349115513
143407.53812369826,-26.344790008759063,236.25238318109328,-20.391268680705906,-24.288327977875202,-189.38269814405385
143407.54096287282,-7.118832521111994,-215.01741143478796,-19.470944641049044,-9.320226868870442,58.393579602837335
143407.54605331583,-19.440912473405312,-649.0231262840273,-25.835338423923595,-25.288299737789508,257.53729911541507
143407.54867441935,-26.067951214809526,-823.2745949000494,-32.24604432196948,-27.411616632488613,326.3427776304668
143407.5480920493,-23.499069649342626,-354.5174073724029,-36.89049420005071,-24.734382475180066,-89.0801343179958
143407.549822848,-33.771266484322084,-319.80041175215905,-39.87917085713133,-49.60037039796945,-112.71242481321117
143407.5553598288,-38.752663134631185,-331.11537814870564,-47.84522295240507,-53.765976467944554,-10.838339861628555
143407.58260353212,-17.3239465651025,176.3334518436353,-49.253447363824094,-25.44900785031322,-253.09085696366253
143407.58282651525,-10.690800712346455,138.54593045408868,-47.73375858647812,-18.733217021976436,-288.4492289026928
143407.60003858976,-20.161369709026083,-213.15456250712023,-60.033484979444864,-30.877177980164728,-64.69442663564263
143407.6107037848,-17.138448330833143,-298.649329702534,-66.29915674118752,-17.62939204355469,40.195911802029926
143407.60877266934,-9.02221474518202,-66.37582562865481,-65.78106249777504,-7.296067030969477,-91.00091672200085
143407.60878443433,-3.586979710183128,-296.5128275878929,-64.97185768968397,-9.452118129029623,-67.71850683395975
143407.61686257896,-0.47918922493010996,-607.5008049067121,-56.029785830311056,-6.983327839884514,109.13110428105358
143407.6252025718,0.47935973112389263,-437.0512512395597,-55.51762784969841,-5.197864167954538,91.4377988377465
143407.62941243386,-9.135960681790591,-292.78188074663694,-56.85141530776245,-7.903719066575144,-38.81128085702641
143407.63290018632,-10.89791352353151,-260.32178872354996,-50.21107753191293,-16.3422075930539,-33.24823805541543
143407.6375883221,-2.248299462862607,-304.0501547568927,-53.75543534800323,-10.715979362107063,-23.09635798292156
143407.64239185216,1.7297277100905273,-463.33495162632914,-54.30567185776177,-1.1368280703655422,33.476195379227384
143407.64778844884,-1.3554135653338306,-549.5083598737469,-44.321218215667926,-9.651784402020898,85.27793050802225
143407.65413719986,-15.188669178198007,-591.0144671606978,-48.34124451451807,-24.937131335846775,13.996410316770664
143407.65914437594,-15.62389803280256,-584.5779572393579,-49.56947020830328,-22.81129205667135,287.2958162040571
143407.66214282543,-5.051634065030273,-72.2698142452638,-40.995552160792535,-13.24555377888382,72.17542208748948
143407.6664231214,-2.7856435851999866,303.12062930318234,-36.79169873662424,-12.598447358266492,-408.8855289457106
143407.67345040984,-8.64482578285836,-177.33001853990288,-36.67137769839634,-15.124615905319134,-260.0611603086883
143407.67975890753,-5.86917240301421,-733.4671111338964,-34.53190362962113,-15.583665585223738,53.600221257187556
143407.68304324185,-6.353437807296222,-911.0337565766392,-37.71052155431897,-10.192519779217678,217.97825470921447
143407.66519350762,-8.690789242697786,-476.59343964133933,-36.948642921513,-14.490563023068706,65.86368624120746
143407.67240481608,-3.972954905138458,-249.56241697794226,-33.029855222015954,-17.33547239201326,62.68492181874048
143407.66575033433,-7.383385929237817,-208.86981779348488,-35.097974584997544,-15.403407843003398,-63.69257028135982
143407.6668904039,-12.923851165411405,105.19213002601849,-37.05667385954602,-16.29356622382234,-346.2462658869673
143407.67823754955,-11.122654721497014,-18.879728409366948,-36.279946791721876,-26.666468313993455,-327.5039776500598
143407.68609176317,-7.8301547918151755,-301.9221702058196,-40.696965302108566,-27.32284875981239,-135.14363851544587
143407.6875213056,-18.28913492557037,-358.6114866798733,-44.47223041843169,-25.251106980574235,-51.05765323129368
143407.69025334553,-27.817506378199827,-158.8517206133673,-39.62810373833181,-35.103257070122666,-184.52456623596836
143407.696134116,-27.459703643974095,-146.66180902455648,-37.77133178331969,-34.40206231320882,-91.63477208508247
143407.70137860006,-27.956815285484453,-498.5030266820893,-40.329924158986444,-33.314092505044,184.30161883423884
143407.7058977441,-25.524999269376302,-429.2585629086963,-37.24810509663595,-30.144197524787792,75.51682104631189
143407.7113167599,-22.589912472193298,-358.2525223746581,-32.677845698301816,-26.896346984832928,8.442269124426968
143407.71598967578,-23.153709385845254,-586.1322878363258,-34.49771022818881,-24.97791384934646,28.53342649952702
143407.7190912398,-26.42889250237249,-515.3121148745448,-34.25380446304284,-19.570480571769245,-98.98878874382811
143407.7235466896,-24.594118880160437,-576.8636198699002,-29.073976857302412,-11.636566670541235,98.25611467489216
143407.73025448184,-21.997577635352993,-571.5063147990109,-31.624346542279184,-10.036885787750911,237.1892925960313
143407.7356569969,-27.46518125537138,-463.9175048269786,-36.37357222717488,-14.068702467101893,31.157881972262004
143407.73836986086,-24.803797317704326,-677.7572065275176,-38.062100930973855,-18.176211771127193,74.18814949693515
143407.74194170878,-22.639983707602127,-322.3640995836448,-39.208471069239465,-16.585400243717647,-104.79830245801031
143407.74828469,-20.69616764639928,266.5168954866811,-36.17023484706468,-15.787976606406595,-369.5237292356107
143407.74942486294,-24.88605391950444,80.19669149430128,-28.618783570002893,-25.32498604139109,-272.7316091809334
143407.7523845518,-37.77633537586602,-499.16948722792534,-32.51847124856204,-26.173640044460317,102.5062433887172
143407.75171679637,-40.75092478764287,-727.9114545010303,-33.967922221475376,-22.91796651653389,312.90568166685637
143407.75482424922,-33.78460941671635,-383.7011687969186,-33.217649514073855,-28.091595207613807,85.86658593236689
143407.7610796183,-18.133194191821964,-442.7839119706978,-43.05924843783164,-16.88106842397996,-0.17882711623180114
143407.7652056358,-13.986287036085262,-297.44035911321185,-32.69333635103051,-3.638115451867459,-59.5321810811006
143407.76695028355,-28.401811059994248,161.16693425038358,-21.832775543476785,-17.373793411876527,-313.556614973474
143407.7696187017,-39.43005058866815,-27.4101639804681,-16.90623414294459,-27.935907844942413,-291.272539732248
143407.77375119942,-56.05283238372296,-362.8054417968238,-3.4331077295719323,-39.09348810575976,-94.40689454395965
143407.77771841374,-69.6248713117478,-361.648401351223,-2.8459020544711366,-47.92190173353307,10.053331756782015
143407.78115221363,-60.68100016236582,-186.81522728824393,-8.226309808307766,-48.64219931121599,-127.6470390540031
143407.78440053694,-44.75861682966908,-208.74033030451582,-12.986005533557645,-33.20945674249899,-148.42540479337342
143407.7873577086,-46.52570623401143,-453.6844361382297,-13.89879274201011,-21.697712212515196,-5.56748480003467
143407.7905210139,-50.993642804675964,-379.1529531767664,-5.17915895424661,-28.24547021934094,43.445368797046996
143407.79460703165,-41.7660051513077,-194.34841389393608,-1.3031346413987561,-25.815363056408962,78.11886159219142
143407.79869434013,-35.13932539585635,-468.54050442143716,-6.011617959890231,-20.78171883861807,122.19695414186262
143407.80146659844,-37.25085692743035,-742.3408893978482,-12.472813945349058,-29.34932534132849,143.62361620068563
143407.80391189712,-30.737415685915344,-714.8213750382534,-14.23850557867559,-24.390942935038442,168.0340238578948
143407.8078206956,-23.38097231247957,-650.3794474786722,-17.194299438131935,-20.38603705293168,97.29668060390402
143407.81239877496,-28.464869193222384,-528.5957561764161,-11.902284749736886,-20.125817233271114,-74.01501452701083
143407.8256193379,-29.61835316627166,-546.1890185729791,-6.9816091361664245,-12.275007218025475,27.615023371722202
143407.8283129296,-20.83233914740038,-248.13585066389567,-16.10088333162029,-16.935463761096614,-142.505526298985
143407.8390794287,-22.803726838190325,64.08524454379804,-18.179547821831896,-21.463537175237267,-456.21610490107594
143407.84678682644,-27.17847677393031,-53.293584469304385,-17.126843071703398,-25.381497994547335,-321.9422280530973
143407.8483267073,-30.94682654734343,-321.6487361882697,-18.40347614156175,-31.949676669080198,-32.36269465239429
143407.850723118,-30.50754939412371,-490.18192032533614,-20.14532558940399,-26.149982060613823,150.80410443289585
143407.85723075262,-22.487979176468908,-337.8596543340139,-26.80599565747073,-18.201770993145196,117.59218941915962
143407.8640225361,-23.152608232923193,-415.2526090310969,-29.207932202991742,-17.2410074802279,105.26065413912343
143407.86857799225,-22.215043733624352,-409.99565018073207,-24.737422096202806,-17.04322556378432,25.66561785628656
143407.87252768956,-19.53594253494157,-35.744088731617126,-26.013154160016,-21.006413105250665,-204.65652474005523
143407.8772325693,-20.10440469057992,-5.515101908121437,-27.15133389821692,-20.937790713487015,-247.29448110868233
143407.8823189943,-23.696370198143782,-192.13460050579047,-24.57760322866989,-17.19492726493716,-59.56867517121201
143407.88764133264,-25.48463887517362,-419.05344046799104,-32.77724797590254,-24.452847581663313,60.16448209933803
143407.89308893232,-22.932788895062114,-558.043906990808,-33.27911098586966,-25.82110245434542,53.31814612926854
143407.89779664367,-22.308298961486177,-327.2240098364119,-27.856436596,-24.218734311488596,-41.039008578793954
143407.90181177208,-18.968944316618714,-530.3640431838392,-31.050911548900782,-26.023890828553732,118.22564236383256
143407.90666013336,-20.423747775847822,-316.84380954752856,-32.33415832979945,-31.297194128506483,75.58719385901102
143407.91266745052,-25.679456295622344,61.41821318785196,-33.012599136991106,-24.00989322307195,-109.88206057314262
143407.9180385117,-25.52712369327407,-200.44908616423925,-35.697391635343806,-20.547577549442558,48.007753075258336
143407.92197876459,-24.62043536152429,-620.9906063399236,-34.18094270676869,-18.96132722481349,198.09495841541772
143407.9061942966,-25.24986243052804,-867.0861183794275,-38.37584026759647,-22.53486549162608,258.05385766766574
143407.91313825746,-24.95696438337241,-745.0857997867039,-36.00975984955498,-22.465464138550452,294.354714162286
143407.90630797247,-27.149922539756297,-385.6722850358541,-32.761493744681154,-29.067809331746908,135.15769195514898
143407.90782371862,-27.515533782291886,-515.5539525998735,-33.54435644767774,-34.252971863026616,92.63541002856016
143407.91979163792,-26.409882101977956,-278.03449117161693,-28.91193744714469,-30.171750421402468,-88.09300708686247
143407.92795460537,-29.188980767420006,227.2046544022392,-26.2625694416971,-35.75997586021979,-362.1449027641389
143407.92928533864,-28.926070312738467,39.95025559759535,-29.55049856425733,-33.29162477535438,-315.8831933706408
143407.93192414165,-33.07436957308319,-327.0996778405416,-31.99830483154927,-27.635615877173354,-65.27578008247465
143407.93810357727,-40.46517637083757,-351.1814151618769,-28.579607550060526,-20.071893951879026,-17.1787475197115
143407.943918609,-35.13139177647834,-292.1916887590851,-30.377647715400684,-21.75790876810806,-133.27510648510997
143407.94877285667,-32.76743266707362,-556.2140915366602,-33.82514072934252,-31.848036359661947,20.277508838184907
143407.95407219807,-44.30822191605235,-648.6916710169467,-32.47189253229356,-40.20245382445934,41.07431811218623
143407.9586242491,-31.573702054854632,-336.555759403829,-23.574279369931755,-27.43701356778753,-181.1709182888086
143407.96211809048,-21.485798962794792,-206.40431103885302,-25.11454124425024,-16.85382120024261,-164.6853001372766
143407.9672175945,-32.102017876091715,-302.8729366572063,-29.102310360180958,-17.58676755110586,-234.4218336049915
143407.97411923067,-26.74184955219505,-374.16991222334525,-29.786825000519407,-22.38423718638915,-209.886416367673
143407.97925657697,-35.78245312049043,-543.9807020221156,-42.595429618757436,-46.66640584165893,42.149086491815424
143407.9819988357,-42.99100997941835,-421.1939471479875,-50.26468599637791,-56.990807533484706,-49.11012554619377
143407.98618421127,-28.733426648052735,-518.7108144239576,-44.89163155700017,-39.64649583917256,134.78208080067395
143407.99305138277,-22.31444340873525,-382.68731633640954,-45.64812008035683,-27.91819295731048,26.781457898048735
143407.97935447725,-11.874783845324245,128.64667486053887,-53.45948351187255,-22.73902891042041,-380.52284742423865
143407.98338145728,-20.80044230576228,-47.59144837007864,-56.14741574417002,-36.812281038494106,-174.36252775940343
