timestamps,T9,AF7,AF8,TP10,Right AUX
45218.44318216,815.9341,801.4286,898.1319,769.59705,764.35895
45218.44318216,811.9048,800.6227,929.5604,766.77655,760.7326
45218.44318218,810.293,796.1905,947.28937,770.40295,732.1245
45218.44318218,815.9341,801.02563,726.8865,778.46155,801.02563
45218.44318218,820.7692,806.26373,735.34796,786.1172,740.58606
45218.44318219,822.381,805.05493,971.06226,784.10254,609.6337
45218.44318219,819.9634,800.6227,881.2088,781.28204,761.53845
45218.44318219,822.381,798.60803,668.86444,788.1319,989.59705
45218.44318220,825.6044,801.4286,714.7985,794.9817,912.6374
45218.44318220,821.5751,801.02563,969.45056,789.7436,676.1172
45218.44318220,818.3516,798.20514,936.8132,787.72894,685.78754
45218.44318221,813.1135,801.8315,613.663,793.36993,884.43225
45218.44318221,811.9048,802.6374,800.2198,794.9817,769.19415
45218.44318255,810.696,800.2198,1031.9048,784.90845,599.5604
45218.44318256,809.0842,798.20514,863.0769,783.69965,694.2491
45218.44318257,811.9048,799.41394,568.1319,804.65204,937.2161
45218.44318257,807.8755,796.5934,812.3077,804.2491,821.978
45218.44318257,799.41394,794.17584,1021.02563,787.72894,663.22345
45218.44318258,796.1905,793.7729,828.8278,794.17584,781.28204
45218.44318258,795.38464,792.5641,678.5348,794.9817,809.89014
45218.44318259,801.8315,794.57874,725.6777,793.7729,758.315
45218.44318259,799.81683,794.17584,932.381,790.9524,654.35895
45218.44318260,796.99634,794.57874,815.5311,788.1319,716.0073
45218.44318263,796.5934,794.57874,492.78387,790.9524,986.77655
45218.44318263,798.60803,794.17584,796.99634,782.8938,803.44324
45218.44318303,805.8608,796.1905,948.49817,779.2674,689.81683
45218.44318303,811.9048,796.5934,712.381,793.36993,830.0366
45218.44318304,817.5458,796.99634,811.9048,794.9817,786.1172
45218.44318306,816.337,799.81683,1006.9231,786.9231,645.89746
45218.44318306,815.5311,798.60803,943.2601,794.17584,643.47986
45218.44318307,822.381,797.8022,778.86444,799.011,826.0073
45218.44318307,827.2161,801.4286,744.61536,799.011,850.58606
45218.44318308,831.6484,806.6667,958.1685,805.8608,708.3516
45218.44318308,834.87177,810.293,986.77655,811.0989,709.5604
45218.44318309,830.84247,807.0696,595.5311,812.3077,926.337
45218.44318309,828.022,804.65204,657.1795,800.2198,887.6557
45218.44318309,827.619,807.47253,1008.1319,797.3993,707.9487
45218.44318404,831.2454,805.8608,896.9231,805.4579,701.0989
45218.44318405,824.7985,803.8461,735.7509,803.44324,760.32965
45218.44318406,816.337,800.6227,926.337,797.8022,706.337
45218.44318406,809.4872,800.2198,1000.87915,796.5934,667.25275
45218.44318407,805.05493,801.8315,895.7143,794.17584,780.87915
45218.44318407,803.44324,804.2491,754.68866,794.57874,844.1392
45218.44318409,802.6374,805.4579,749.0476,796.5934,818.7546
45218.44318409,805.05493,805.8608,964.61536,790.14655,734.1392
45218.44318410,807.0696,806.6667,832.0513,794.9817,783.69965
45218.44318411,807.0696,808.2784,570.9524,802.6374,955.34796
45218.44318411,805.8608,806.26373,896.1172,794.17584,776.8498
45218.44318412,809.89014,805.8608,1013.36993,795.78754,776.4469
45218.44318441,813.1135,806.26373,707.9487,802.6374,912.23444
45218.44318442,813.5165,803.8461,635.0183,802.23444,842.1245
45218.44318442,813.5165,804.65204,920.293,803.8461,709.9634
45218.44318443,809.89014,802.6374,967.03296,806.26373,652.74725
45218.44318444,809.89014,801.4286,617.6923,818.3516,850.18317
45218.44318444,810.293,800.6227,664.0293,815.9341,971.06226
45218.44318444,810.293,801.02563,952.52747,809.0842,836.4835
45218.44318446,816.7399,805.05493,948.49817,806.26373,795.38464
45218.44318446,821.5751,803.8461,614.0659,812.3077,927.9487
45218.44318447,819.9634,803.8461,752.674,817.1429,880.40295
45218.44318447,815.9341,803.0403,1050.0366,810.293,719.2308
45218.44318448,816.337,805.05493,876.77655,815.12823,709.9634
45218.44318476,814.7253,805.05493,662.8205,821.1722,864.2857
45218.44318477,815.9341,803.0403,895.7143,814.7253,784.90845
45218.44318477,826.4103,804.2491,1013.36993,816.337,657.98535
45218.44318477,830.4396,810.293,863.0769,821.1722,811.9048
45218.44318478,824.3956,810.696,821.978,823.9927,931.5751
45218.44318478,828.8278,804.2491,870.32965,824.3956,826.0073
45218.44318479,844.94507,803.8461,826.0073,838.9011,674.90845
45218.44318479,849.3773,811.50183,704.3223,845.34796,784.10254
45218.44318480,821.5751,819.15753,598.3516,815.12823,942.0513
45218.44318480,800.2198,817.5458,910.2198,782.0879,730.10986
45218.44318480,813.1135,816.337,1009.34064,781.685,629.7802
45218.44318481,821.1722,823.1868,855.42126,796.99634,813.1135
45218.44318542,814.3223,823.1868,889.67035,799.011,962.1978
45218.44318543,804.65204,816.337,1003.69965,784.10254,838.9011
45218.44318545,806.26373,814.3223,1012.1612,781.685,766.77655
45218.44318546,813.91943,814.7253,756.7033,792.1612,913.0403
45218.44318546,810.293,806.6667,821.1722,792.5641,884.83514
45218.44318547,811.9048,803.8461,953.3333,794.57874,775.64105
45218.44318547,816.337,809.0842,909.41394,799.81683,817.1429
45218.44318549,813.91943,805.4579,643.8828,800.2198,1126.1904
45218.44318549,810.293,802.6374,660,800.2198,1136.2638
45218.44318550,809.89014,805.8608,1017.8022,792.96704,797.8022
45218.44318550,808.68134,806.6667,975.89746,788.93774,747.4359
45218.44318550,807.0696,806.26373,940.0366,796.1905,739.7802
45218.44318579,811.9048,809.4872,977.50916,803.0403,699.4872
45218.44318580,810.696,809.89014,989.59705,796.5934,677.72894
45218.44318580,806.26373,807.47253,916.26373,796.1905,672.8938
45218.44318582,812.71063,807.8755,872.3443,799.41394,678.93774
45218.44318582,815.5311,807.47253,946.4835,802.6374,682.5641
45218.44318583,811.50183,802.23444,892.0879,811.9048,725.6777
45218.44318583,809.89014,799.81683,672.8938,811.0989,851.79486
45218.44318584,808.68134,807.47253,584.2491,814.3223,1042.381
45218.44318584,809.89014,807.8755,902.96704,815.12823,993.22345
45218.44318584,806.6667,799.41394,996.4469,807.47253,835.6777
45218.44318586,805.05493,800.6227,811.0989,811.9048,724.87177
45218.44318586,805.05493,800.2198,784.90845,820.7692,711.1722
45218.44318612,809.89014,805.05493,906.5934,824.7985,773.6264
45218.44318613,809.89014,808.68134,946.4835,827.2161,740.58606
45218.44318613,808.68134,806.6667,729.707,838.0952,820.3663
45218.44318615,806.26373,802.23444,832.0513,840.9158,844.94507
45218.44318617,807.8755,799.011,1051.6483,838.49817,740.989
45218.44318617,816.337,804.2491,904.57874,842.1245,817.9487
45218.44318618,817.1429,806.6667,612.8571,850.18317,947.28937
45218.44318618,808.2784,803.44324,791.75824,852.1978,863.0769
45218.44318619,796.99634,803.44324,1051.6483,840.9158,698.68134
45218.44318619,790.54944,804.65204,938.8278,834.4689,734.5421
45218.44318619,795.78754,805.05493,831.6484,832.4542,818.7546
45218.44318620,803.44324,807.47253,898.5348,828.4249,799.011
45218.44318712,802.6374,809.4872,994.83514,825.6044,738.5714
45218.44318713,795.78754,808.2784,911.8315,819.9634,724.0659
45218.44318713,793.7729,806.26373,811.0989,815.9341,767.5824
45218.44318714,798.60803,804.2491,944.87177,812.71063,727.28937
45218.44318714,796.5934,802.6374,1004.10254,807.8755,694.65204
45218.44318715,792.96704,802.23444,864.2857,809.0842,802.6374
45218.44318715,801.02563,802.6374,503.26007,828.022,1113.2968
45218.44318716,802.6374,801.02563,659.19415,833.2601,1008.1319
45218.44318716,803.8461,799.41394,985.56775,826.0073,686.5934
45218.44318718,803.0403,803.8461,854.61536,826.0073,714.3956
45218.44318718,803.8461,806.26373,898.93774,815.9341,758.315
45218.44318719,803.8461,801.02563,983.95605,807.0696,745.82416
45218.44318751,802.6374,799.81683,911.02563,804.65204,786.9231
45218.44318752,803.44324,803.0403,740.58606,805.4579,877.1795
45218.44318753,803.44324,802.6374,689.41394,800.2198,920.293
45218.44318753,802.6374,804.65204,949.707,798.60803,754.68866
45218.44318755,801.4286,805.4579,985.56775,803.0403,719.2308
45218.44318755,805.05493,806.26373,604.7985,809.89014,925.5311
45218.44318758,807.0696,804.2491,602.7839,814.3223,963.8095
45218.44318759,807.0696,803.8461,1001.28204,810.696,759.5238
45218.44318760,813.5165,804.65204,956.55676,818.7546,688.20514
45218.44318760,813.5165,800.6227,720.4396,821.1722,829.6337
45218.44318763,804.2491,800.2198,907.3993,810.696,767.5824
45218.44318764,803.44324,804.65204,1003.69965,808.68134,634.21246
45218.44318802,805.8608,803.44324,906.1905,809.0842,653.95605
45218.44318803,802.6374,801.8315,884.83514,802.6374,675.31134
45218.44318803,798.20514,801.8315,947.6923,804.65204,672.0879
45218.44318803,800.6227,802.6374,979.92676,814.7253,665.64105
45218.44318804,805.4579,805.05493,913.0403,811.50183,740.989
45218.44318804,807.0696,809.0842,752.27106,802.23444,826.4103
45218.44318806,808.68134,808.2784,717.2161,808.2784,852.1978
45218.44318806,803.8461,803.0403,798.60803,809.0842,804.65204
45218.44318806,801.4286,805.05493,676.1172,808.2784,792.5641
45218.44318807,805.4579,803.8461,485.1282,825.2015,1063.3334
45218.44318807,803.44324,803.44324,823.5897,822.7839,917.0696
45218.44318807,803.8461,804.65204,1019.41394,811.50183,707.5458
45218.44318843,805.8608,801.8315,759.92676,813.5165,905.78754
45218.44318843,805.05493,804.2491,758.71796,807.0696,849.7802
45218.44318844,806.26373,806.26373,992.01465,801.4286,690.2198
45218.44318844,812.71063,806.26373,953.73627,799.81683,719.6337
45218.44318844,813.91943,809.0842,844.5421,794.57874,754.68866
45218.44318845,810.696,805.8608,896.1172,797.8022,834.0659
45218.44318845,811.0989,802.23444,939.6337,805.4579,886.4469
45218.44318846,818.3516,805.05493,908.60803,806.26373,796.5934
45218.44318848,822.7839,805.05493,554.83514,805.05493,996.4469
45218.44318848,817.1429,804.2491,631.39197,800.6227,1042.381
45218.44318850,813.5165,802.6374,1010.9524,789.34064,739.7802
45218.44318850,817.5458,800.6227,926.337,786.52014,671.685
45218.44318944,821.1722,802.23444,871.53845,787.326,720.84247
45218.44318946,825.6044,807.47253,965.42126,783.2967,735.34796
45218.44318946,823.5897,807.8755,984.7619,781.28204,733.3333
45218.44318947,819.5604,803.0403,892.8938,776.8498,757.50916
45218.44318947,817.9487,804.2491,764.35895,778.86444,762.3443
45218.44318948,813.91943,809.4872,726.8865,787.326,747.4359
45218.44318948,812.3077,809.4872,724.0659,790.9524,767.1795
45218.44318949,815.5311,804.65204,641.06226,792.96704,835.2747
45218.44318949,816.337,803.44324,564.5055,793.7729,992.01465
45218.44318950,809.89014,803.8461,863.47986,782.0879,803.44324
45218.44318950,808.2784,805.8608,959.7802,780.87915,745.0183
45218.44318950,809.89014,806.6667,733.73627,787.72894,849.3773
45218.44318980,806.6667,805.8608,661.6117,787.72894,862.27106
45218.44318981,801.8315,799.41394,820.7692,787.326,725.2747
45218.44318981,802.6374,796.5934,964.61536,784.5055,675.31134
45218.44318983,806.26373,803.44324,742.6007,785.31134,788.93774
45218.44318983,804.65204,808.2784,778.86444,787.72894,743.4066
45218.44318984,806.26373,809.89014,963.00366,788.5348,814.7253
45218.44318985,811.50183,806.26373,888.0586,794.57874,841.7216
45218.44318985,808.2784,799.41394,540.32965,809.4872,929.9634
45218.44318986,799.41394,799.81683,452.08792,814.3223,1097.5824
45218.44318986,794.9817,802.23444,899.34064,800.2198,855.42126
45218.44318990,794.57874,800.2198,983.5531,792.96704,713.5897
45218.44318991,799.81683,802.23444,902.1612,801.02563,772.4176
45218.44319037,805.05493,802.6374,942.4542,801.4286,780.07324
45218.44319038,808.2784,798.20514,953.73627,794.9817,807.47253
45218.44319038,812.3077,798.20514,895.7143,795.38464,801.8315
45218.44319038,815.9341,801.8315,763.1502,795.38464,801.02563
45218.44319038,826.4103,801.02563,896.9231,794.57874,689.81683
45218.44319039,825.6044,799.81683,872.3443,788.5348,673.2967
45218.44319039,816.7399,798.60803,684.57874,786.9231,864.68866
45218.44319039,813.91943,801.8315,527.4359,800.2198,1019.81683
45218.44319041,804.2491,799.81683,818.7546,793.7729,786.1172
45218.44319041,800.2198,795.38464,1025.8608,792.5641,722.4542
45218.44319041,795.38464,798.60803,883.22345,796.5934,816.7399
45218.44319041,790.14655,799.41394,902.96704,789.7436,762.3443
45218.44319071,794.17584,797.3993,893.69965,788.1319,758.315
45218.44319072,797.8022,797.8022,907.8022,791.3553,655.56775
45218.44319072,798.20514,799.011,751.06226,794.9817,752.674
45218.44319073,795.38464,799.011,569.7436,790.14655,842.52747
45218.44319073,798.60803,796.5934,777.6557,785.31134,722.4542
45218.44319074,805.05493,794.17584,876.77655,786.9231,737.76556
45218.44319074,809.4872,794.17584,550.40295,797.3993,980.32965
45218.44319074,805.05493,794.57874,486.73993,803.8461,1099.597
45218.44319075,805.05493,795.38464,930.7692,788.1319,822.7839
45218.44319075,807.8755,799.81683,987.5824,792.1612,680.54944
45218.44319075,807.8755,803.44324,872.3443,796.1905,701.9048
45218.44319076,809.4872,802.23444,971.8681,789.34064,637.03296
45218.44319140,812.3077,801.4286,985.16486,794.57874,626.9597
45218.44319140,815.5311,805.05493,935.6044,790.14655,674.5055
45218.44319141,819.9634,806.26373,955.7509,788.93774,757.50916
45218.44319142,818.7546,804.2491,977.50916,792.5641,761.9414
45218.44319142,805.8608,802.23444,966.63007,786.1172,694.65204
45218.44319144,799.41394,798.60803,767.1795,786.1172,810.696
45218.44319145,800.2198,796.5934,642.674,792.1612,1028.6813
45218.44319145,804.65204,799.41394,739.3773,792.96704,909.81683
45218.44319145,807.47253,799.011,943.2601,792.1612,707.1429
45218.44319146,806.6667,796.99634,824.7985,792.96704,809.89014
45218.44319147,801.8315,798.20514,615.2747,792.96704,1031.5018
45218.44319147,801.02563,799.011,911.8315,786.52014,863.47986
45218.44319193,801.4286,801.4286,971.8681,787.326,801.8315
45218.44319193,804.2491,802.23444,799.011,792.5641,947.28937
45218.44319194,810.293,803.8461,834.87177,792.1612,909.81683
45218.44319194,807.47253,806.6667,1014.17584,788.1319,769.19415
45218.44319196,803.8461,807.47253,987.1795,791.3553,772.01465
45218.44319196,807.0696,803.8461,800.6227,802.6374,888.0586
45218.44319197,801.02563,800.6227,768.3883,802.23444,879.59705
45218.44319197,798.20514,799.011,936.8132,792.1612,753.0769
45218.44319198,805.05493,801.4286,964.61536,795.78754,736.9597
45218.44319198,807.8755,804.2491,558.0586,813.5165,1093.1501
45218.44319199,804.65204,803.44324,635.42126,819.5604,1076.227
45218.44319199,805.8608,805.4579,1018.20514,810.696,759.5238
45218.44319231,812.3077,808.68134,937.619,814.7253,725.2747
45218.44319233,811.0989,807.8755,876.77655,817.5458,711.1722
45218.44319235,805.4579,804.65204,964.61536,808.68134,706.337
45218.44319236,804.2491,800.6227,983.5531,813.91943,717.619
45218.44319236,806.26373,800.2198,888.0586,813.91943,722.4542
45218.44319236,811.0989,803.8461,703.91943,801.4286,740.18317
45218.44319237,811.50183,806.6667,750.2564,802.23444,823.5897
45218.44319237,813.5165,803.44324,975.89746,798.60803,759.92676
45218.44319237,811.9048,801.8315,803.8461,799.41394,757.50916
45218.44319238,815.12823,810.293,550.80585,812.3077,956.55676
45218.44319238,816.337,808.68134,826.8132,807.0696,761.9414
45218.44319240,807.8755,803.0403,981.13556,798.60803,711.978
45218.44319291,808.2784,803.44324,751.8681,807.0696,951.31866
45218.44319292,811.9048,804.65204,696.6667,806.6667,899.7436
45218.44319292,811.50183,807.8755,937.2161,795.78754,716.0073
45218.44319293,813.1135,802.23444,986.3736,795.78754,680.14655
45218.44319294,817.5458,804.2491,705.12823,805.8608,850.18317
45218.44319294,819.15753,806.6667,610.84247,808.68134,917.47253
45218.44319295,817.5458,803.0403,770.80585,800.6227,836.4835
45218.44319295,815.12823,804.65204,901.3553,802.6374,765.56775
45218.44319296,809.0842,805.8608,603.9927,814.3223,894.5055
45218.44319296,807.47253,801.4286,704.3223,819.5604,913.8461
45218.44319297,815.9341,801.02563,1044.7986,812.71063,701.0989
45218.44319297,819.5604,802.6374,902.5641,809.4872,704.3223
45218.44319334,815.12823,801.02563,762.74725,807.0696,772.8205
45218.44319334,812.3077,799.81683,912.23444,805.05493,718.4249
45218.44319336,814.7253,803.44324,924.3223,807.0696,735.7509
45218.44319337,818.3516,808.68134,728.49817,807.0696,737.3626
45218.44319339,813.1135,807.47253,716.4103,808.68134,745.42126
45218.44319340,815.12823,805.05493,865.09155,810.293,823.5897
45218.44319340,819.15753,806.26373,913.8461,809.0842,750.2564
45218.44319341,812.3077,805.05493,769.59705,800.6227,734.1392
45218.44319341,808.2784,806.26373,605.2015,798.60803,958.97437
45218.44319343,807.8755,805.8608,890.4762,794.57874,795.78754
45218.44319343,805.8608,801.4286,1012.96704,786.1172,654.35895
45218.44319344,804.2491,799.41394,824.7985,784.5055,765.9707
45218.44319385,804.65204,801.8315,762.74725,782.8938,814.7253
45218.44319387,805.8608,805.05493,938.4249,781.685,734.5421
45218.44319388,814.3223,805.05493,984.7619,786.52014,631.79486
45218.44319388,813.91943,807.8755,716.0073,796.5934,816.7399
45218.44319389,808.68134,811.50183,782.49084,797.3993,880.40295
45218.44319389,805.8608,807.8755,937.619,785.7143,786.9231
45218.44319390,805.8608,808.2784,857.03296,780.07324,815.9341
45218.44319390,809.0842,807.47253,581.02563,794.17584,1139.0842
45218.44319391,813.1135,805.4579,592.3077,807.8755,1144.7252
45218.44319391,817.1429,805.4579,959.7802,800.2198,715.6044
45218.44319391,815.9341,804.2491,967.03296,795.78754,641.4652
45218.44319392,808.68134,803.8461,888.46155,800.2198,787.326
45218.44319480,807.8755,803.8461,943.663,802.23444,733.73627
45218.44319480,811.9048,801.4286,989.19415,799.41394,662.4176
45218.44319481,813.5165,802.6374,918.68134,806.26373,741.79486
45218.44319483,813.1135,806.26373,875.56775,814.3223,765.56775
45218.44319483,810.293,807.0696,952.9304,809.0842,730.10986
45218.44319484,804.2491,805.4579,934.7985,801.4286,787.326
45218.44319486,804.2491,802.23444,750.65936,804.65204,918.2784
45218.44319486,804.2491,802.6374,524.21246,813.1135,1053.663
45218.44319487,801.8315,801.4286,755.4945,806.26373,913.44324
45218.44319487,802.6374,799.011,1004.10254,796.99634,717.619
45218.44319488,798.20514,800.2198,836.8865,798.60803,763.1502
45218.44319488,794.17584,801.02563,830.0366,795.78754,818.7546
45218.44319544,796.1905,802.23444,926.7399,795.78754,750.2564
45218.44319544,801.4286,803.44324,959.7802,798.20514,703.5165
45218.44319545,806.6667,805.4579,768.7912,804.2491,835.2747
45218.44319545,802.6374,803.0403,767.1795,803.8461,842.1245
45218.44319546,800.2198,796.99634,982.74725,792.96704,700.696
45218.44319547,813.5165,802.6374,850.58606,801.8315,764.7619
45218.44319547,812.71063,807.0696,543.95605,813.91943,965.42126
45218.44319549,810.293,804.2491,634.61536,811.9048,875.9707
45218.44319549,811.0989,801.02563,979.12085,807.0696,674.10254
45218.44319550,804.2491,802.6374,950.5128,804.65204,676.9231
45218.44319550,806.26373,807.0696,780.07324,803.8461,732.1245
45218.44319551,811.50183,805.8608,815.5311,805.8608,749.85345
45218.44319583,811.50183,807.47253,977.50916,804.65204,672.49084
45218.44319584,811.50183,809.4872,889.67035,806.6667,688.60803
45218.44319584,814.7253,807.47253,728.9011,807.47253,788.93774
45218.44319586,813.5165,808.2784,899.34064,808.68134,731.31866
45218.44319587,814.7253,809.89014,989.19415,810.293,663.22345
45218.44319587,815.5311,807.8755,841.7216,807.47253,816.337
45218.44319588,813.91943,808.68134,657.5824,812.3077,979.5238
45218.44319588,813.5165,813.1135,790.9524,805.8608,779.2674
45218.44319591,815.9341,812.71063,984.7619,793.36993,601.5751
45218.44319593,811.50183,808.68134,795.38464,787.326,727.28937
45218.44319593,800.2198,810.293,676.52014,785.7143,893.69965
45218.44319594,795.38464,812.3077,952.1245,777.25275,799.41394
45218.44319618,796.1905,813.1135,884.43225,771.6117,846.55676
45218.44319619,794.9817,811.0989,627.3626,772.4176,977.1062
45218.44319620,794.57874,812.71063,777.25275,774.83514,852.1978
45218.44319620,792.1612,815.12823,993.6264,773.6264,739.3773
45218.44319622,795.38464,813.91943,952.9304,773.22345,738.5714
45218.44319622,805.05493,812.3077,551.6117,786.9231,952.1245
45218.44319623,807.0696,812.3077,390.43958,795.38464,1149.1575
45218.44319623,808.2784,815.5311,840.5128,792.1612,847.76556
45218.44319624,815.9341,815.5311,960.18317,797.3993,689.011
45218.44319624,810.696,807.47253,803.0403,797.3993,763.5531
45218.44319625,812.3077,803.8461,917.8755,796.5934,714.3956
45218.44319625,818.3516,808.68134,983.5531,801.02563,666.4469
45218.44319662,809.0842,805.8608,934.3956,799.41394,712.381
45218.44319663,811.50183,803.8461,884.43225,798.60803,784.10254
45218.44319664,819.5604,807.47253,947.28937,805.4579,746.2271
45218.44319666,814.7253,805.8608,957.3626,804.2491,700.293
45218.44319667,814.3223,803.44324,724.87177,795.38464,775.2381
45218.44319667,814.3223,800.2198,620.5128,790.54944,865.4945
45218.44319668,816.7399,800.2198,655.56775,792.96704,812.71063
45218.44319669,824.3956,800.2198,746.63007,788.93774,664.43225
45218.44319669,822.381,796.99634,787.72894,788.93774,765.56775
45218.44319670,819.5604,799.011,521.79486,802.23444,1061.3187
45218.44319674,822.7839,801.4286,782.8938,796.99634,854.61536
45218.44319674,822.7839,798.60803,963.4066,790.54944,626.9597
45218.44319712,809.4872,796.99634,660,797.8022,768.7912
45218.44319712,801.02563,795.78754,776.4469,800.6227,891.28204
45218.44319713,802.23444,793.7729,1015.38464,799.011,846.1539
45218.44319713,801.8315,801.4286,984.35895,806.26373,784.90845
45218.44319713,796.1905,804.65204,702.3077,817.5458,857.4359
45218.44319714,793.36993,801.4286,629.7802,813.5165,900.54944
45218.44319714,791.3553,802.6374,789.7436,805.4579,819.9634
45218.44319714,786.52014,796.1905,794.9817,803.0403,851.39197
45218.44319715,788.93774,795.38464,531.8681,806.26373,1057.2894
45218.44319715,789.34064,796.1905,516.9597,809.4872,1158.4249
45218.44319715,794.17584,794.9817,956.1539,801.8315,889.67035
45218.44319715,795.38464,791.3553,943.663,802.23444,715.2015
45218.44319788,796.99634,789.7436,765.16486,811.9048,767.1795
45218.44319788,805.8608,797.8022,927.1429,813.1135,714.7985
45218.44319789,808.2784,801.4286,1016.5934,812.3077,706.337
45218.44319789,800.6227,798.20514,906.1905,802.23444,776.8498
45218.44319791,795.78754,799.81683,827.619,796.99634,788.93774
45218.44319791,799.41394,801.4286,905.38464,803.8461,827.619
45218.44319791,805.05493,801.02563,946.4835,814.7253,823.9927
45218.44319792,805.8608,801.02563,872.74725,817.1429,875.9707
45218.44319792,801.8315,803.44324,604.3956,818.3516,1009.7436
45218.44319792,810.293,807.8755,738.97437,823.5897,879.59705
45218.44319793,814.7253,807.0696,1023.8461,821.978,775.64105
45218.44319793,818.3516,807.47253,839.707,821.5751,857.8388
45218.44319825,822.7839,809.4872,673.69965,826.4103,929.9634
45218.44319826,818.3516,807.0696,963.00366,822.381,823.1868
45218.44319826,814.3223,809.4872,1010.9524,818.7546,751.06226
45218.44319826,813.5165,812.3077,762.3443,823.5897,820.7692
45218.44319826,812.71063,810.293,865.4945,821.978,811.50183
45218.44319828,809.4872,811.50183,957.3626,822.7839,783.69965
45218.44319828,812.3077,815.5311,896.9231,829.6337,845.34796
45218.44319828,817.9487,812.3077,659.19415,835.2747,984.7619
45218.44319828,820.3663,809.4872,702.3077,840.10986,912.23444
45218.44319829,822.7839,811.0989,1003.69965,838.49817,700.696
45218.44319829,826.8132,813.1135,955.34796,834.0659,659.59705
45218.44319830,821.978,811.50183,880.80585,831.2454,722.0513
45218.44319866,821.1722,806.6667,897.326,832.8571,782.0879
45218.44319866,824.3956,801.02563,1007.72894,831.6484,703.1135
45218.44319866,821.978,799.81683,902.5641,831.6484,696.26373
45218.44319867,812.3077,800.6227,785.7143,827.619,828.4249
45218.44319867,805.8608,799.41394,951.7216,814.3223,763.95605
45218.44319867,820.7692,803.44324,954.94507,813.5165,739.7802
45218.44319867,825.2015,809.4872,724.4689,814.3223,807.0696
45218.44319868,810.293,808.2784,544.7619,817.5458,962.6007
45218.44319868,810.293,810.696,868.315,816.7399,815.12823
45218.44319868,818.7546,806.6667,1017.8022,813.1135,698.2784
45218.44319868,813.5165,799.011,863.0769,817.5458,762.3443
45218.44319868,807.8755,801.4286,909.011,816.337,784.90845
45218.44319964,804.2491,803.8461,886.4469,810.293,794.9817
45218.44319965,795.78754,802.23444,774.83514,807.0696,703.5165
45218.44319968,794.57874,804.2491,551.2088,807.47253,828.4249
45218.44319969,795.78754,809.89014,602.381,805.8608,989.59705
45218.44319970,790.14655,811.50183,948.9011,794.9817,750.65936
45218.44319970,792.1612,807.47253,896.52014,797.8022,730.10986
45218.44319971,811.50183,801.02563,513.3333,826.4103,999.2674
45218.44319971,808.68134,804.2491,529.45056,830.0366,1013.36993
45218.44319972,786.52014,812.3077,976.7033,796.1905,709.5604
45218.44319972,792.96704,815.9341,972.27106,791.3553,659.59705
45218.44319972,801.02563,811.50183,862.674,804.65204,751.8681
45218.44319973,804.2491,805.4579,967.03296,811.50183,734.5421
45218.44320021,815.9341,805.8608,986.77655,822.381,685.38464
45218.44320022,812.71063,805.05493,925.12823,826.4103,725.2747
45218.44320023,809.4872,805.8608,921.50183,818.7546,766.3736
45218.44320023,813.1135,805.05493,965.42126,821.1722,720.84247
45218.44320024,809.0842,805.05493,966.2271,826.4103,714.3956
45218.44320024,813.5165,804.65204,837.6923,837.28937,826.4103
45218.44320025,819.9634,799.41394,645.89746,847.3626,900.14655
45218.44320025,815.5311,803.8461,674.5055,839.707,767.98535
45218.44320027,815.5311,807.47253,854.61536,833.663,645.09155
45218.44320027,819.9634,805.4579,843.3333,830.4396,694.65204
45218.44320028,812.71063,801.4286,794.57874,826.0073,721.2454
45218.44320028,811.50183,796.1905,914.2491,831.2454,688.20514
45218.44320086,818.3516,799.81683,853.4066,836.08057,725.2747
45218.44320087,815.12823,801.02563,627.3626,840.5128,838.49817
45218.44320088,815.9341,799.81683,469.81686,850.989,1070.586
45218.44320088,816.7399,797.8022,832.8571,849.3773,861.06226
45218.44320091,811.0989,795.38464,990,844.1392,625.7509
45218.44320093,811.0989,796.5934,735.7509,844.5421,850.989
45218.44320093,816.337,796.1905,709.15753,844.5421,804.2491
45218.44320094,819.9634,792.5641,911.4286,840.9158,662.01465
45218.44320095,819.15753,793.7729,932.381,836.4835,786.9231
45218.44320096,817.5458,795.38464,537.50916,840.9158,981.9414
45218.44320096,822.7839,797.3993,611.6484,838.49817,900.54944
45218.44320097,835.6777,803.44324,971.06226,832.8571,652.74725
45218.44320135,842.52747,807.0696,936.8132,832.8571,658.7912
45218.44320135,844.1392,804.2491,929.15753,833.2601,770.40295
45218.44320137,842.9304,801.02563,979.12085,832.4542,782.0879
45218.44320137,832.8571,802.6374,973.0769,828.4249,674.90845
45218.44320138,830.84247,805.8608,890.87915,828.022,677.326
45218.44320138,836.4835,804.2491,747.03296,828.022,782.49084
45218.44320139,838.0952,802.6374,721.2454,826.0073,760.7326
45218.44320139,832.4542,802.23444,933.5897,819.5604,669.2674
45218.44320139,827.619,801.4286,851.79486,821.5751,782.8938
45218.44320140,823.5897,801.02563,542.3443,825.2015,930.3663
45218.44320140,819.5604,803.0403,764.7619,819.15753,760.7326
45218.44320140,819.15753,801.8315,885.2381,816.7399,703.5165
45218.44320175,818.3516,798.60803,640.2564,824.3956,894.90845
45218.44320175,818.7546,799.81683,676.9231,828.8278,1019.81683
45218.44320176,815.12823,796.5934,976.7033,821.1722,790.54944
45218.44320176,813.91943,796.1905,964.61536,825.6044,718.8278
45218.44320177,817.1429,797.3993,894.10254,832.4542,838.0952
45218.44320177,815.12823,796.99634,889.67035,831.2454,902.96704
