timestamps,T9,AF7,AF8,TP10,Right AUX
45218.44392645,815.12823,811.0989,923.5165,810.696,806.26373
45218.44392645,816.337,810.696,1032.3077,803.44324,754.68866
45218.44392645,814.3223,808.68134,885.2381,807.47253,764.7619
45218.44392679,812.71063,807.0696,843.73627,807.47253,818.7546
45218.44392681,812.3077,806.6667,912.6374,802.23444,748.6447
45218.44392681,808.68134,803.0403,975.4945,797.3993,693.8461
45218.44392682,811.9048,807.47253,771.6117,803.44324,850.18317
45218.44392684,813.5165,807.47253,797.8022,800.6227,844.5421
45218.44392685,811.50183,801.4286,952.9304,797.3993,763.5531
45218.44392685,813.1135,802.23444,890.07324,800.6227,883.6264
45218.44392685,809.4872,803.8461,810.696,796.5934,886.04395
45218.44392686,807.47253,805.4579,886.04395,801.02563,752.674
45218.44392686,807.0696,804.65204,960.18317,801.02563,787.72894
45218.44392688,805.4579,803.8461,923.1135,795.78754,823.5897
45218.44392688,803.0403,801.8315,564.10254,804.2491,945.2747
45218.44392782,803.0403,799.81683,632.6007,801.02563,976.30035
45218.44392782,798.60803,799.81683,1044.7986,787.72894,754.2857
45218.44392784,796.1905,802.6374,902.5641,788.93774,709.9634
45218.44392784,796.1905,805.8608,785.31134,785.31134,763.95605
45218.44392785,790.14655,807.0696,910.2198,778.0586,715.2015
45218.44392785,791.3553,810.696,954.1392,780.07324,680.54944
45218.44392786,792.1612,810.293,678.93774,783.2967,787.326
45218.44392786,787.326,807.8755,465.3846,790.14655,1001.28204
45218.44392787,777.6557,804.65204,834.87177,786.52014,890.87915
45218.44392787,778.0586,804.2491,1050.0366,776.04395,695.8608
45218.44392788,787.326,809.89014,898.1319,779.2674,748.24176
45218.44392788,788.1319,809.89014,906.5934,776.8498,722.8571
45218.44392817,782.0879,808.68134,983.95605,772.4176,632.1978
45218.44392818,778.46155,801.8315,964.21246,775.64105,647.1062
45218.44392818,778.0586,798.60803,865.4945,776.8498,656.3736
45218.44392819,775.64105,807.0696,905.78754,770.40295,639.45056
45218.44392819,774.83514,811.9048,953.73627,762.74725,663.6264
45218.44392819,776.8498,807.8755,836.4835,761.9414,698.68134
45218.44392822,775.2381,802.6374,587.0696,767.5824,938.4249
45218.44392823,770.40295,801.4286,559.2674,770.40295,951.7216
45218.44392823,778.0586,801.02563,922.3077,773.22345,653.5531
45218.44392824,792.1612,805.4579,894.90845,778.46155,672.0879
45218.44392824,791.75824,812.3077,582.23444,779.67035,977.1062
45218.44392824,802.6374,813.5165,804.2491,789.7436,965.82416
45218.44392853,811.9048,806.6667,1037.9487,793.36993,714.7985
45218.44392854,796.5934,796.5934,885.64105,788.93774,735.34796
45218.44392854,797.8022,795.38464,873.1502,786.9231,739.7802
45218.44392854,810.696,803.8461,970.65936,792.96704,707.1429
45218.44392854,806.6667,802.6374,983.1502,795.78754,656.3736
45218.44392855,812.3077,801.02563,763.1502,806.6667,795.78754
45218.44392855,823.5897,809.0842,587.0696,814.7253,1008.5348
45218.44392855,816.7399,816.337,891.28204,804.65204,842.9304
45218.44392856,820.7692,819.15753,999.2674,811.50183,716.4103
45218.44392856,827.619,809.0842,699.89014,830.84247,891.685
45218.44392856,813.5165,799.81683,643.8828,819.15753,952.1245
45218.44392858,805.4579,799.011,975.89746,796.1905,715.2015
45218.44392932,815.9341,795.78754,968.24176,806.6667,715.2015
45218.44392932,818.7546,792.5641,927.9487,817.5458,760.7326
45218.44392933,822.381,794.57874,969.0476,816.337,753.47986
45218.44392933,826.0073,799.41394,992.4176,814.3223,780.07324
45218.44392933,823.5897,802.6374,972.27106,811.50183,788.5348
45218.44392934,832.0513,807.8755,800.2198,818.3516,863.0769
45218.44392934,832.0513,807.0696,726.8865,820.3663,927.1429
45218.44392934,817.5458,798.60803,871.9414,811.50183,853.4066
45218.44392938,813.91943,796.5934,979.92676,806.6667,733.73627
45218.44392938,821.5751,805.05493,601.1722,820.3663,1035.1282
45218.44392939,824.7985,806.26373,541.9414,831.6484,1156.8132
45218.44392939,823.9927,799.41394,982.3443,821.1722,826.0073
45218.44392969,824.3956,798.60803,921.0989,822.7839,767.5824
45218.44392969,828.4249,802.6374,703.5165,832.0513,826.0073
45218.44392970,828.4249,801.02563,890.07324,824.7985,708.3516
45218.44392970,832.0513,794.9817,1011.75824,823.5897,670.07324
45218.44392970,826.8132,795.78754,894.90845,824.3956,799.81683
45218.44392971,828.4249,799.011,748.24176,825.6044,852.6007
45218.44392971,836.08057,803.0403,710.7692,831.6484,783.2967
45218.44392971,836.4835,807.0696,898.5348,831.2454,658.7912
45218.44392972,835.2747,804.65204,772.4176,837.6923,802.6374
45218.44392972,832.4542,805.4579,538.71796,837.28937,976.7033
45218.44392972,833.2601,809.89014,887.6557,832.4542,795.38464
45218.44392973,837.28937,805.4579,993.6264,833.663,723.2601
45218.44393007,835.6777,802.23444,892.8938,828.022,774.43225
45218.44393008,834.4689,805.4579,863.47986,825.6044,749.0476
45218.44393008,840.9158,801.02563,915.4579,832.4542,731.31866
45218.44393008,841.7216,801.8315,960.18317,833.2601,715.2015
45218.44393009,845.34796,807.8755,768.7912,837.28937,800.2198
45218.44393009,843.3333,808.68134,638.6447,832.0513,845.7509
45218.44393009,840.5128,807.47253,684.9817,825.6044,789.7436
45218.44393009,845.34796,807.8755,737.76556,826.4103,683.7729
45218.44393010,836.4835,810.696,594.3223,830.0366,805.8608
45218.44393010,825.2015,806.6667,549.59705,828.8278,952.52747
45218.44393013,824.3956,802.6374,844.94507,815.12823,765.16486
45218.44393013,823.9927,802.6374,906.99634,812.71063,726.8865
45218.44393076,828.8278,803.0403,728.0952,823.9927,864.68866
45218.44393078,826.4103,802.6374,884.83514,828.8278,801.8315
45218.44393079,822.7839,805.8608,996.4469,825.6044,641.8681
45218.44393079,828.022,807.8755,888.0586,829.2308,670.4762
45218.44393080,832.4542,808.68134,818.7546,832.4542,763.95605
45218.44393080,828.8278,812.3077,772.4176,836.8865,853.00366
45218.44393080,825.6044,810.293,749.85345,838.9011,843.3333
45218.44393081,824.7985,806.6667,650.32965,843.3333,884.0293
45218.44393081,830.0366,813.1135,484.32236,854.21246,1045.6044
45218.44393082,834.4689,812.71063,831.2454,850.58606,876.3736
45218.44393082,831.6484,808.68134,1002.49084,847.3626,639.45056
45218.44393083,831.2454,807.0696,856.63007,848.97437,647.50916
45218.44393127,830.84247,801.02563,903.36993,843.73627,679.7436
45218.44393128,831.2454,800.2198,979.5238,841.31866,655.9707
45218.44393130,832.4542,803.8461,946.08057,842.52747,679.7436
45218.44393130,830.4396,801.8315,886.04395,840.9158,719.6337
45218.44393131,837.6923,803.0403,921.0989,839.304,758.315
45218.44393132,843.73627,806.26373,902.96704,843.73627,805.8608
45218.44393132,838.49817,804.65204,763.1502,841.31866,864.2857
45218.44393133,840.10986,807.47253,663.6264,838.0952,918.68134
45218.44393133,841.7216,805.4579,852.6007,841.31866,795.38464
45218.44393134,833.2601,802.6374,937.619,843.3333,796.5934
45218.44393135,826.8132,808.2784,873.95605,843.3333,834.0659
45218.44393135,825.6044,806.6667,589.4872,848.5714,949.707
45218.44393181,824.7985,806.6667,449.2674,849.7802,1073.0037
45218.44393181,822.381,803.8461,912.23444,835.2747,811.9048
45218.44393181,824.3956,801.4286,927.5458,826.4103,686.5934
45218.44393182,821.5751,805.8608,825.6044,821.978,664.43225
45218.44393182,820.7692,808.2784,960.58606,829.2308,645.4945
45218.44393183,814.3223,807.8755,934.7985,826.0073,666.8498
45218.44393183,810.293,809.89014,711.5751,821.5751,884.43225
45218.44393183,810.696,805.4579,550,823.5897,1014.17584
45218.44393183,805.05493,807.47253,866.30035,811.50183,720.84247
45218.44393184,807.8755,811.9048,990,811.9048,578.20514
45218.44393184,809.0842,812.71063,754.2857,813.91943,805.8608
45218.44393184,808.2784,811.9048,800.6227,814.3223,846.1539
45218.44393259,813.1135,810.696,999.67035,818.3516,693.8461
45218.44393259,816.7399,808.2784,945.6777,817.5458,684.17584
45218.44393260,826.0073,803.0403,892.49084,820.3663,718.022
45218.44393260,834.0659,804.2491,942.0513,825.2015,750.2564
45218.44393260,831.6484,810.293,960.58606,824.3956,699.89014
45218.44393262,835.6777,811.50183,902.1612,826.4103,747.03296
45218.44393262,833.2601,813.1135,610.0366,840.10986,1013.36993
45218.44393262,821.5751,812.3077,639.0476,847.76556,1000.07324
45218.44393263,815.5311,808.2784,1009.7436,832.0513,740.989
45218.44393263,811.9048,808.68134,875.9707,826.4103,718.022
45218.44393264,806.6667,805.8608,635.42126,824.7985,861.8681
45218.44393264,809.0842,805.8608,801.4286,821.978,742.6007
45218.44393297,811.50183,809.4872,951.31866,817.1429,638.24176
45218.44393297,814.3223,808.68134,723.663,807.8755,819.15753
45218.44393300,819.15753,808.68134,703.91943,808.2784,836.4835
45218.44393301,818.3516,807.47253,954.94507,808.68134,712.7839
45218.44393301,816.337,809.4872,998.86444,804.65204,679.7436
45218.44393302,819.9634,811.9048,750.2564,807.8755,818.3516
45218.44393302,819.9634,809.4872,566.1172,809.0842,911.8315
45218.44393303,810.293,808.68134,843.73627,804.65204,765.9707
45218.44393303,804.2491,803.0403,1016.1905,803.0403,651.13556
45218.44393303,803.44324,801.02563,744.61536,805.05493,795.78754
45218.44393304,803.44324,799.41394,655.56775,808.2784,898.93774
45218.44393304,802.6374,796.99634,970.65936,803.44324,738.1685
45218.44393399,798.60803,800.6227,980.7326,801.4286,719.6337
45218.44393399,800.2198,802.23444,873.5531,801.8315,730.9158
45218.44393400,801.4286,799.81683,890.87915,798.20514,689.41394
45218.44393400,801.8315,796.99634,909.81683,793.36993,784.90845
45218.44393402,806.26373,797.3993,935.2015,797.3993,826.0073
45218.44393402,811.50183,801.4286,688.20514,809.4872,1008.1319
45218.44393403,807.47253,802.6374,523.4066,810.293,1043.1868
45218.44393403,808.2784,803.8461,903.36993,810.293,757.50916
45218.44393405,814.7253,807.0696,959.3773,813.5165,725.2747
45218.44393406,811.50183,805.8608,654.35895,811.9048,878.3883
45218.44393406,805.4579,805.8608,741.79486,806.26373,894.5055
45218.44393407,805.8608,803.44324,1030.6959,805.05493,745.82416
45218.44393409,809.0842,799.81683,890.87915,809.0842,762.3443
45218.44393410,805.8608,796.1905,757.9121,811.9048,808.2784
45218.44393410,801.4286,798.20514,941.2454,807.0696,741.79486
45218.44393411,797.8022,804.65204,1003.69965,801.4286,693.8461
45218.44393414,800.2198,806.6667,901.75824,813.5165,768.3883
45218.44393417,805.8608,804.2491,723.663,820.7692,791.3553
45218.44393418,805.4579,799.41394,699.4872,812.3077,740.18317
45218.44393419,803.0403,796.5934,796.1905,806.26373,783.69965
45218.44393419,805.4579,796.5934,632.1978,810.696,886.4469
45218.44393420,806.26373,795.38464,599.9634,811.50183,917.47253
45218.44393420,809.4872,797.8022,919.0842,808.2784,743.8095
45218.44393421,810.293,802.23444,1027.4725,806.6667,657.1795
45218.44393483,811.0989,799.41394,748.24176,809.89014,838.0952
45218.44393484,817.1429,799.011,683.7729,807.0696,938.022
45218.44393485,819.9634,801.02563,1007.326,798.60803,792.1612
45218.44393485,819.5604,802.23444,985.16486,804.2491,744.61536
45218.44393486,821.5751,802.23444,763.5531,807.8755,832.4542
45218.44393486,823.9927,801.4286,662.01465,803.8461,875.9707
45218.44393487,826.4103,803.0403,758.71796,800.6227,844.94507
45218.44393487,825.2015,802.6374,917.47253,801.8315,771.2088
45218.44393487,821.5751,802.6374,694.65204,809.4872,982.74725
45218.44393488,818.3516,807.0696,522.1978,814.3223,1048.8279
45218.44393488,814.3223,805.4579,811.9048,801.4286,703.91943
45218.44393490,814.7253,801.8315,931.5751,796.5934,743.8095
45218.44393514,812.71063,801.4286,707.1429,804.65204,917.8755
45218.44393515,805.05493,800.2198,836.4835,809.4872,852.1978
45218.44393515,807.0696,803.44324,1068.9744,805.8608,726.4835
45218.44393516,815.5311,807.8755,918.68134,811.50183,706.7399
45218.44393516,821.5751,807.47253,864.2857,818.7546,745.0183
45218.44393517,822.7839,808.68134,901.3553,816.7399,819.15753
45218.44393520,816.337,809.89014,935.6044,811.9048,759.92676
45218.44393520,813.1135,805.4579,720.0366,813.1135,765.9707
45218.44393521,812.3077,804.2491,574.17584,821.1722,913.0403
45218.44393521,806.6667,804.2491,892.8938,809.89014,763.1502
45218.44393522,807.47253,805.4579,1008.93774,807.47253,648.71796
45218.44393522,810.293,809.0842,868.315,817.5458,866.7033
45218.44393575,809.4872,810.293,904.9817,819.5604,913.8461
45218.44393575,812.3077,808.68134,1019.011,821.1722,760.32965
45218.44393576,819.5604,809.89014,963.4066,823.1868,749.0476
45218.44393578,820.7692,808.2784,869.92676,822.381,784.5055
45218.44393578,819.5604,804.2491,906.1905,821.1722,792.1612
45218.44393579,818.7546,807.8755,931.978,821.1722,827.619
45218.44393579,817.5458,806.6667,780.87915,820.7692,855.82416
45218.44393580,819.15753,800.6227,727.28937,819.5604,844.94507
45218.44393581,816.7399,803.44324,916.26373,817.5458,805.8608
45218.44393581,819.15753,807.0696,895.31134,822.7839,699.4872
45218.44393583,823.9927,809.0842,786.52014,826.8132,672.49084
45218.44393584,823.5897,807.0696,571.3553,834.0659,945.2747
45218.44393609,814.7253,803.8461,605.2015,830.0366,1011.75824
45218.44393610,812.3077,805.05493,976.7033,819.15753,716.0073
45218.44393610,821.978,809.0842,826.8132,824.7985,767.1795
45218.44393611,817.9487,810.293,756.7033,820.7692,871.9414
45218.44393611,810.696,808.68134,961.39197,816.7399,778.46155
45218.44393611,811.0989,807.8755,934.3956,819.15753,763.5531
45218.44393612,804.65204,807.47253,722.4542,809.89014,834.4689
45218.44393612,796.99634,803.8461,783.69965,801.4286,844.1392
45218.44393615,801.8315,803.8461,996.4469,801.4286,817.1429
45218.44393615,801.4286,806.26373,1028.2784,796.5934,751.8681
45218.44393616,799.41394,806.26373,770.80585,799.41394,823.5897
45218.44393616,806.6667,807.0696,572.5641,808.2784,987.5824
45218.44393705,805.4579,806.6667,885.2381,797.3993,805.4579
45218.44393705,798.20514,801.4286,958.1685,790.54944,639.85345
45218.44393706,802.23444,802.23444,835.6777,795.38464,720.84247
45218.44393706,804.2491,808.2784,898.1319,796.99634,765.16486
45218.44393707,798.20514,807.0696,941.2454,794.17584,684.17584
45218.44393707,802.23444,807.8755,817.1429,789.7436,686.99634
45218.44393707,808.2784,810.696,563.69965,796.99634,929.5604
45218.44393707,807.0696,811.0989,570.14655,803.0403,1023.0403
45218.44393708,813.1135,809.0842,904.57874,793.36993,713.5897
45218.44393708,818.3516,807.47253,955.34796,786.9231,713.5897
45218.44393708,815.12823,811.50183,653.95605,797.8022,976.7033
45218.44393709,812.3077,809.89014,726.4835,799.81683,894.90845
45218.44393741,809.4872,807.0696,1025.4579,790.14655,646.7033
45218.44393742,805.05493,806.26373,912.6374,791.3553,707.9487
45218.44393742,802.23444,801.4286,855.42126,790.54944,733.3333
45218.44393742,805.05493,798.60803,966.63007,795.78754,701.50183
45218.44393743,803.44324,803.8461,1004.10254,794.17584,716.4103
45218.44393743,797.3993,805.8608,750.65936,794.17584,882.8205
45218.44393743,794.9817,805.05493,587.8755,798.20514,965.42126
45218.44393743,792.5641,808.68134,851.39197,791.75824,857.4359
45218.44393744,797.8022,811.9048,1031.5018,788.5348,833.663
45218.44393744,798.20514,813.1135,774.0293,789.7436,872.3443
45218.44393747,792.1612,815.12823,544.7619,790.14655,915.4579
45218.44393747,788.93774,813.1135,912.23444,780.4762,753.8828
45218.44393781,792.5641,808.68134,993.6264,785.31134,738.1685
45218.44393782,791.75824,812.3077,867.9121,788.1319,751.8681
45218.44393782,791.3553,814.7253,908.20514,790.54944,704.3223
45218.44393784,798.20514,808.2784,999.2674,796.5934,738.5714
45218.44393784,787.72894,804.65204,969.0476,786.9231,791.75824
45218.44393784,776.8498,803.44324,777.6557,776.4469,825.2015
45218.44393785,786.1172,804.2491,680.14655,782.8938,853.4066
45218.44393786,795.78754,805.4579,882.4176,786.52014,790.9524
45218.44393787,796.1905,802.6374,958.97437,788.1319,716.4103
45218.44393787,796.99634,799.41394,778.46155,796.99634,865.4945
45218.44393788,796.1905,796.5934,708.7546,795.38464,902.5641
45218.44393788,800.2198,799.011,840.9158,800.6227,779.67035
45218.44393817,802.23444,803.44324,952.52747,800.6227,742.1978
45218.44393817,800.6227,801.02563,576.1905,796.1905,961.39197
45218.44393818,803.0403,798.60803,504.06595,798.20514,1007.326
45218.44393818,804.65204,796.1905,931.5751,792.1612,725.2747
45218.44393818,807.8755,796.99634,933.9927,794.9817,733.73627
45218.44393819,807.8755,797.3993,770.80585,795.38464,837.28937
45218.44393819,807.0696,798.20514,780.07324,797.3993,806.26373
45218.44393819,804.65204,803.44324,960.58606,799.81683,721.6484
45218.44393819,804.2491,802.23444,814.7253,804.65204,784.90845
45218.44393821,808.68134,804.65204,579.81683,811.50183,966.63007
45218.44393821,807.47253,801.02563,925.12823,800.6227,828.8278
45218.44393821,806.6667,792.5641,1018.20514,788.93774,699.4872
45218.44393902,811.50183,792.96704,819.9634,788.5348,759.92676
45218.44393903,818.3516,796.99634,810.696,796.99634,779.2674
45218.44393903,815.12823,797.3993,981.53845,796.5934,720.4396
45218.44393904,807.8755,794.9817,974.68866,795.38464,672.0879
45218.44393904,801.4286,792.96704,762.74725,799.41394,718.022
45218.44393905,796.5934,797.8022,683.7729,801.8315,791.3553
45218.44393905,790.14655,799.81683,762.3443,804.65204,774.83514
45218.44393906,786.9231,794.17584,781.685,801.4286,707.9487
45218.44393906,789.34064,792.96704,615.2747,805.4579,916.6667
45218.44393907,793.7729,796.1905,531.06226,809.0842,1061.3187
45218.44393907,803.0403,798.20514,850.18317,808.68134,801.4286
45218.44393907,808.2784,797.3993,940.84247,808.2784,722.0513
45218.44393961,815.12823,799.81683,734.1392,812.71063,844.94507
45218.44393962,823.9927,802.23444,870.7326,814.3223,783.2967
45218.44393962,821.978,800.2198,1036.337,809.4872,630.58606
45218.44393963,822.381,801.4286,860.2564,814.3223,722.0513
45218.44393964,821.1722,802.6374,776.4469,818.3516,804.65204
45218.44393964,819.9634,803.44324,865.4945,815.9341,765.9707
45218.44393965,830.84247,802.23444,893.69965,817.5458,757.50916
45218.44393965,834.4689,804.65204,743.8095,825.6044,849.7802
45218.44393966,823.9927,805.8608,502.05127,825.6044,994.43225
45218.44393966,821.5751,802.6374,824.3956,811.0989,796.5934
45218.44393968,829.2308,802.23444,1025.0549,806.6667,694.2491
45218.44393968,822.7839,799.81683,885.64105,807.8755,749.45056
45218.44393998,811.9048,799.011,918.68134,802.6374,728.0952
45218.44393999,814.3223,799.81683,1006.9231,798.60803,715.2015
45218.44394001,815.12823,795.78754,968.24176,792.96704,738.1685
45218.44394001,807.47253,797.8022,891.28204,792.1612,747.8388
45218.44394001,802.6374,802.23444,935.6044,791.3553,767.98535
45218.44394002,806.26373,805.4579,911.8315,795.78754,756.7033
45218.44394002,806.6667,802.23444,846.1539,795.38464,762.74725
45218.44394002,808.2784,797.8022,761.9414,797.8022,887.25275
45218.44394002,811.50183,799.81683,882.4176,806.26373,845.34796
45218.44394003,811.0989,798.20514,972.27106,803.44324,826.0073
45218.44394003,811.9048,800.2198,941.6484,805.4579,875.16486
45218.44394003,814.3223,805.4579,663.6264,818.3516,1069.3773
45218.44394043,814.3223,807.47253,653.5531,812.71063,1034.7252
45218.44394044,813.1135,803.8461,1048.8279,800.6227,675.31134
45218.44394044,814.3223,804.65204,944.4689,810.696,743.00366
45218.44394044,810.293,805.4579,726.08057,812.3077,927.5458
45218.44394045,812.71063,805.05493,872.74725,802.23444,786.1172
45218.44394045,815.9341,804.65204,1014.17584,801.8315,786.52014
45218.44394045,809.0842,800.2198,838.49817,806.6667,1022.6374
45218.44394045,810.696,804.2491,603.1868,811.9048,1102.0146
45218.44394046,813.91943,803.44324,856.2271,803.44324,876.77655
45218.44394046,813.5165,799.011,998.46155,791.3553,721.2454
45218.44394046,815.9341,798.20514,792.5641,801.02563,801.4286
45218.44394047,815.12823,798.60803,850.18317,803.8461,824.7985
45218.44394135,808.2784,801.4286,1019.41394,792.1612,697.47253
45218.44394137,804.65204,799.41394,965.0183,785.7143,678.5348
45218.44394138,803.8461,795.78754,937.619,781.685,738.5714
45218.44394138,798.20514,795.38464,967.4359,781.28204,727.28937
45218.44394141,798.60803,795.78754,976.7033,779.2674,728.9011
45218.44394141,798.60803,799.011,913.44324,770,806.26373
45218.44394142,797.3993,803.8461,601.1722,771.6117,1058.0952
45218.44394142,788.93774,800.2198,664.83514,769.59705,1040.3663
45218.44394144,782.49084,794.17584,1025.8608,761.53845,714.7985
45218.44394144,792.5641,798.60803,878.7912,768.3883,728.9011
45218.44394145,799.011,806.26373,673.2967,778.46155,851.79486
45218.44394145,805.05493,805.05493,780.07324,777.25275,844.94507
45218.44394175,801.8315,801.8315,857.8388,770.40295,728.0952
45218.44394175,798.20514,804.65204,826.4103,772.4176,697.0696
45218.44394176,796.1905,806.26373,747.4359,776.04395,809.89014
45218.44394177,788.93774,806.26373,885.64105,773.22345,735.34796
45218.44394177,787.72894,801.4286,1015.38464,775.64105,674.90845
45218.44394178,797.3993,799.41394,843.73627,791.3553,804.2491
45218.44394178,792.5641,808.2784,643.0769,787.326,909.41394
45218.44394179,774.0293,811.50183,831.6484,765.16486,757.1062
45218.44394179,775.2381,807.47253,1039.1575,766.3736,607.619
45218.44394179,782.49084,809.0842,754.68866,772.8205,733.3333
45218.44394181,774.83514,813.1135,626.1539,763.1502,839.304
45218.44394182,769.59705,815.5311,949.304,756.30035,711.978
45218.44394213,779.2674,817.1429,967.03296,761.9414,653.5531
45218.44394214,776.8498,818.3516,850.989,760.32965,651.13556
45218.44394215,779.67035,820.7692,849.3773,761.53845,757.50916
45218.44394215,793.7729,820.7692,942.0513,772.4176,782.0879
45218.44394216,788.5348,819.9634,993.22345,773.22345,686.5934
45218.44394216,785.31134,819.5604,666.8498,774.0293,906.99634
45218.44394220,788.93774,821.5751,475.8608,773.22345,979.5238
45218.44394221,787.326,825.6044,857.4359,763.5531,705.12823
45218.44394221,792.1612,821.978,977.9121,770.40295,651.53845
45218.44394222,801.02563,818.3516,662.4176,783.69965,873.5531
45218.44394223,795.38464,815.9341,701.50183,780.07324,841.7216
45218.44394223,796.1905,812.3077,993.22345,772.8205,624.94507
45218.44394255,807.0696,812.71063,908.20514,776.04395,666.04395
45218.44394256,809.89014,813.5165,754.2857,781.28204,760.32965
45218.44394257,812.3077,813.5165,882.4176,784.5055,724.0659
45218.44394257,810.293,811.9048,1000.07324,784.90845,647.50916
45218.44394258,801.4286,808.2784,853.4066,780.87915,758.71796
45218.44394258,799.011,808.68134,628.1685,780.07324,867.9121
45218.44394258,801.8315,803.0403,653.95605,786.52014,768.7912
45218.44394259,802.23444,793.36993,766.3736,793.7729,791.3553
45218.44394259,807.47253,798.20514,640.65936,804.65204,858.24176
45218.44394260,806.6667,803.44324,454.10257,817.9487,1012.1612
45218.44394260,794.17584,797.8022,832.8571,804.65204,911.8315
45218.44394260,798.20514,798.20514,1028.6813,800.2198,722.4542
45218.44394344,803.8461,797.3993,897.326,806.26373,784.90845
45218.44394344,803.44324,790.9524,923.5165,805.05493,801.8315
45218.44394345,808.2784,789.34064,979.5238,811.50183,732.52747
45218.44394345,807.0696,793.7729,947.6923,816.7399,735.34796
45218.44394345,806.26373,797.3993,932.381,817.1429,794.17584
45218.44394346,807.0696,798.20514,866.7033,815.5311,803.0403
45218.44394346,807.47253,799.011,727.28937,816.7399,827.619
45218.44394346,815.9341,801.8315,743.00366,818.7546,806.26373
45218.44394348,815.9341,799.41394,594.3223,823.5897,949.304
45218.44394350,811.50183,798.20514,523.00366,822.7839,1060.9158
45218.44394350,817.5458,803.0403,868.315,818.7546,786.9231
45218.44394350,822.7839,801.4286,954.94507,818.7546,724.0659
45218.44394381,819.15753,799.41394,751.8681,814.3223,890.07324
45218.44394382,819.5604,800.6227,881.6117,812.3077,805.8608
45218.44394382,823.9927,801.02563,1008.1319,815.12823,676.1172
45218.44394383,815.12823,796.1905,886.8498,817.9487,744.21246
45218.44394383,816.337,798.60803,866.7033,821.978,786.1172
45218.44394383,824.3956,799.81683,884.43225,825.2015,724.4689
45218.44394384,822.381,797.3993,803.8461,821.5751,759.5238
45218.44394384,817.5458,796.1905,615.2747,823.9927,900.9524
45218.44394384,816.7399,798.60803,676.9231,828.8278,858.6447
45218.44394385,818.3516,799.41394,951.31866,826.8132,674.5055
45218.44394385,819.5604,797.8022,984.7619,826.8132,691.02563
45218.44394387,825.6044,798.20514,745.42126,836.8865,925.5311
45218.44394417,824.7985,801.4286,498.82785,845.7509,1036.7399
45218.44394417,825.6044,803.0403,841.31866,834.4689,800.2198
45218.44394418,827.619,805.8608,1015.78754,825.6044,733.73627
45218.44394418,823.9927,808.68134,883.6264,827.619,794.17584
45218.44394419,823.9927,807.47253,889.2674,825.6044,714.3956
45218.44394419,819.5604,803.44324,935.2015,820.3663,749.0476
45218.44394419,824.3956,802.6374,880.80585,824.7985,844.94507
45218.44394420,831.6484,805.8608,759.5238,833.2601,842.9304
45218.44394420,828.022,805.05493,867.9121,828.022,730.9158
45218.44394420,828.022,803.0403,964.21246,827.619,821.5751
45218.44394422,829.2308,802.23444,932.381,827.619,852.6007
45218.44394422,826.0073,803.8461,630.989,828.4249,976.30035
45218.44394487,820.7692,802.6374,583.0403,835.2747,976.7033
45218.44394488,824.7985,802.23444,925.5311,828.022,748.24176
45218.44394488,830.84247,805.05493,848.1685,828.022,818.3516
45218.44394490,830.0366,806.26373,787.72894,830.4396,848.5714
45218.44394490,823.5897,803.8461,939.2308,820.7692,740.989
45218.44394491,824.7985,804.65204,970.2564,813.91943,655.56775
45218.44394491,828.8278,805.4579,784.5055,811.9048,838.0952
45218.44394492,826.8132,803.8461,562.8938,816.337,1001.28204
45218.44394492,828.022,803.44324,839.707,811.50183,727.6923
45218.44394492,831.6484,806.26373,1022.23444,809.89014,650.32965
45218.44394493,832.0513,806.6667,859.0476,810.696,678.93774
45218.44394493,829.6337,807.0696,903.7729,813.5165,682.96704
45218.44394575,822.7839,806.6667,1009.7436,820.3663,696.6667
45218.44394575,812.71063,803.44324,973.47986,817.9487,682.5641
45218.44394576,808.2784,803.44324,899.7436,813.5165,705.12823
45218.44394576,808.2784,807.0696,895.7143,817.1429,791.3553
45218.44394576,805.4579,805.4579,951.7216,811.0989,872.74725
45218.44394578,805.8608,798.60803,923.1135,803.8461,873.95605
45218.44394578,804.65204,799.011,627.76556,812.3077,1079.4506
45218.44394579,811.0989,805.05493,558.86444,815.5311,1130.6227
45218.44394579,817.1429,805.8608,942.8571,805.8608,815.9341
45218.44394580,818.3516,805.05493,924.3223,807.47253,760.7326
45218.44394580,817.9487,803.44324,678.1319,809.0842,894.10254
45218.44394580,813.5165,805.05493,859.45056,801.4286,852.6007
45218.44394637,812.71063,805.4579,1034.3224,793.7729,725.6777
45218.44394638,816.337,806.6667,901.75824,796.99634,720.4396
45218.44394639,811.50183,811.50183,884.0293,794.17584,777.25275
45218.44394639,804.65204,810.293,967.8388,789.7436,717.619
45218.44394640,806.26373,805.4579,977.50916,792.1612,620.9158
45218.44394640,809.0842,803.0403,751.06226,792.1612,875.16486
45218.44394641,809.0842,807.47253,565.31134,800.2198,1010.14655
45218.44394641,810.696,811.9048,811.0989,798.20514,837.28937
45218.44394642,813.91943,805.4579,970.65936,790.14655,771.6117
45218.44394644,811.50183,803.8461,848.5714,795.78754,790.9524
45218.44394644,804.65204,803.0403,857.4359,799.011,846.55676
45218.44394645,805.8608,798.20514,962.1978,797.8022,743.4066
45218.44394672,806.26373,798.60803,986.3736,800.2198,675.31134
45218.44394674,797.8022,800.2198,747.4359,801.4286,869.12085
45218.44394674,799.011,801.8315,612.0513,801.02563,967.03296
